individual,sample,round,spp,model,mpa,lfm,lfm_notes,fh,ttfg,gti,tti,fd,gd,pfg,ignition,start_temp,temp_max,ignition_temp,prop_new,sample_wt,glow,year_month,year,month,dry_wt,fresh_wt,water_wt,site,lfm_outliers_out,lfm_n_as_imputed,gr,precip_2month,precip_2mo,season,hydration,bins5lfm,bins10lfm,bins20lfm,temp_change,gdw_gfw,gww_gdw,flam_index,max_mpa_sample
2020_September_ADFA_1.4,1.4,11,ADFA,EPI,10,46.56709227,0,9,27,16,43,6,117,95,1,273.5,326.1,283.2,NA,0.5538,1,2020_September,2020,September,0.4151,0.6084,0.1933,St. Marys,46.56709227,46.56709227,"(40,50]",2020_September,0.01,Dry,dry,"(45,50]","(40,50]","(40,60]",52.60000000000002,0.6822813938198553,0.4656709227000001,9.881071613516156,-0.043
2020_September_ADFA_1.4,1.4,11,ADFA,EPI,10,46.56709227,0,6.25,7,24,31,3,131,104,1,271.9,312.6,278.5,NA,0.5538,1,2020_September,2020,September,0.4151,0.6084,0.1933,St. Marys,46.56709227,46.56709227,"(40,50]",2020_September,0.01,Dry,dry,"(45,50]","(40,50]","(40,60]",40.700000000000045,0.6822813938198553,0.4656709227000001,10.628441357042275,-0.043
2020_September_ADFA_1.5,1.5,11,ADFA,EPI,10,46.40971489,0,15,10,15,25,10,154,129,1,280.8,356.9,276.9,100,0.4767,1,2020_September,2020,September,0.3788,0.5546,0.1758,St. Marys,46.40971489,46.40971489,"(40,50]",2020_September,0.01,Dry,dry,"(45,50]","(40,50]","(40,60]",76.09999999999997,0.6830147854309413,0.4640971489,14.173499498457508,-0.043
2020_September_ADFA_1.6,1.6,11,ADFA,EPI,10,47.25751472,0,2,24,30,54,3,165,132,1,272.1,305.95,212.8,85,0.5377,1,2020_September,2020,September,0.3227,0.4752,0.1525,St. Marys,47.25751472,47.25751472,"(40,50]",2020_September,0.01,Dry,dry,"(45,50]","(40,50]","(40,60]",29.700000000000045,0.6790824915824916,0.4725751472000001,7.162548420179908,-0.043
2020_September_ADFA_2.6,2.6,11,ADFA,EPI,10,42.4091442,0,18,22,9,31,8,122,105,1,270.9,315,268,NA,0.4893,1,2020_September,2020,September,0.3412,0.4859,0.1447,Painted Caves,42.4091442,42.4091442,"(40,50]",2020_September,0.01,Dry,dry,"(40,45]","(40,50]","(40,60]",44.10000000000002,0.7022020991973658,0.424091442,13.474716912077298,-0.043
2018_January_ADFA_6,6,2,ADFA,EPI,-1.4,74.59272845,0,NA,10,NA,NA,NA,103,NA,0,281.1,NA,NA,100,0.4763,1,2018_January,2018,January,0.4635,0.8092,0.3457,St. Marys,74.59272845,74.59272845,"(70,80]",2018_January,0.09,Dry,moderate,"(70,75]","(70,80]","(60,80]",NA,0.5727879387048938,0.7459272845,NA,-0.043
2018_January_ADFA_6,6,2,ADFA,EPI,-1.4,74.59272845,missing flam weight,NA,16,NA,NA,NA,136,NA,0,278.6,NA,NA,100,0.5049,1,2018_January,2018,January,0.4635,0.8092,0.3457,St. Marys,74.59272845,74.59272845,"(70,80]",2018_January,0.09,Dry,moderate,"(70,75]","(70,80]","(60,80]",NA,0.5727879387048938,0.7459272845,NA,-0.043
2018_January_ADFA_1,1,3,ADFA,EPI,-2.2,85.13314599,0,NA,19,NA,NA,NA,86,NA,0,286.3,NA,NA,100,0.4984,1,2018_January,2018,January,0.3737,0.6918,0.3181,St. Marys,85.13314599,85.13314599,"(80,90]",2018_January,0.09,Dry,moderate,"(85,90]","(80,90]","(80,100]",NA,0.5401850245735762,0.8513314599,NA,-0.043
2018_January_ADFA_4,4,3,ADFA,EPI,-3.7,69.51193746,0,NA,15,NA,NA,NA,99,NA,0,273.9,NA,NA,100,0.4779,1,2018_January,2018,January,0.2367,0.4012,0.1645,St. Marys,69.51193746,69.51193746,"(60,70]",2018_January,0.09,Dry,moderate,"(65,70]","(60,70]","(60,80]",NA,0.5899800598205384,0.6951193746,NA,-0.043
2018_January_ADFA_4,4,4,ADFA,EPI,-4.6,69.70792768,0,NA,10,NA,NA,NA,111,NA,0,281.8,NA,NA,100,0.5149,1,2018_January,2018,January,0.3595,0.6101,0.2506,St. Marys,69.70792768,69.70792768,"(60,70]",2018_January,0.09,Dry,moderate,"(65,70]","(60,70]","(60,80]",NA,0.589247664317325,0.6970792767999999,NA,-0.043
2018_January_ADFA_4,4,5,ADFA,EPI,-5.6,74.15615845,0,NA,13,NA,NA,NA,132,NA,0,277.4,NA,NA,100,0.4856,1,2018_January,2018,January,0.3926,0.6837,0.2911,St. Marys,74.15615845,74.15615845,"(70,80]",2018_January,0.09,Dry,moderate,"(70,75]","(70,80]","(60,80]",NA,0.5742284627760714,0.7415615845000001,NA,-0.043
2018_January_ADFA_6,6,5,ADFA,EPI,-8.3,49.08939014,0,NA,11,NA,NA,NA,154,NA,0,280.7,NA,NA,100,0.5155,1,2018_January,2018,January,0.2993,0.4462,0.1469,St. Marys,49.08939014,49.08939014,"(40,50]",2018_January,0.09,Dry,dry,"(45,50]","(40,50]","(40,60]",NA,0.6707754370237562,0.4908939014,NA,-0.043
2018_January_ADFA_6,6,5,ADFA,EPI,-8.3,49.08939014,Missing flam weight,NA,13,NA,NA,NA,147,NA,0,282.3,NA,NA,100,0.49195,1,2018_January,2018,January,0.2993,0.4462,0.1469,St. Marys,49.08939014,49.08939014,"(40,50]",2018_January,0.09,Dry,dry,"(45,50]","(40,50]","(40,60]",NA,0.6707754370237562,0.4908939014,NA,-0.043
2018_January_ADFA_4,4,6,ADFA,EPI,-2.7,82.34758872,0,NA,8,NA,NA,NA,80,NA,0,282.7,NA,NA,100,0.5537,1,2018_January,2018,January,0.3297,0.6012,0.2715,St. Marys,82.34758872,82.34758872,"(80,90]",2018_January,0.09,Dry,moderate,"(80,85]","(80,90]","(80,100]",NA,0.5484031936127745,0.8234758872000001,NA,-0.043
2018_January_ADFA_4,4,6,ADFA,EPI,-2.7,82.34758872,Missing flam weight,NA,12,NA,NA,NA,76,NA,0,279.5,NA,NA,100,0.4984,1,2018_January,2018,January,0.3297,0.6012,0.2715,St. Marys,82.34758872,82.34758872,"(80,90]",2018_January,0.09,Dry,moderate,"(80,85]","(80,90]","(80,100]",NA,0.5484031936127745,0.8234758872000001,NA,-0.043
2018_January_ADFA_5,5,6,ADFA,EPI,-3.9,73.17423291,0,NA,16,NA,NA,NA,139,NA,0,284.9,NA,NA,100,0.5013,1,2018_January,2018,January,0.5573,0.9651,0.4078,St. Marys,73.17423291,73.17423291,"(70,80]",2018_January,0.09,Dry,moderate,"(70,75]","(70,80]","(60,80]",NA,0.5774531136669776,0.7317423291,NA,-0.043
2018_January_ADFA_5,5,6,ADFA,EPI,-3.9,73.17423291,Missing flam weight,NA,17,NA,NA,NA,119,NA,0,279.9,NA,NA,100,0.5049,1,2018_January,2018,January,0.5573,0.9651,0.4078,St. Marys,73.17423291,73.17423291,"(70,80]",2018_January,0.09,Dry,moderate,"(70,75]","(70,80]","(60,80]",NA,0.5774531136669776,0.7317423291,NA,-0.043
2018_January_ADFA_1,1,9,ADFA,EPI,-7.6,55.32424742,Missing flam weight,NA,490,NA,NA,NA,128,NA,0,281.9,NA,NA,100,0.4992,1,2018_January,2018,January,0.3339,0.5186,0.1847,St. Marys,55.32424742,55.32424742,"(50,60]",2018_January,0.09,Dry,dry,"(55,60]","(50,60]","(40,60]",NA,0.6438488237562668,0.5532424742,NA,-0.043
2018_January_ADFA_2,2,9,ADFA,EPI,-8.6,50.06126378,0,NA,21,NA,NA,NA,162,NA,0,283.6,NA,NA,100,0.5459,1,2018_January,2018,January,0.2857,0.4287,0.143,St. Marys,50.06126378,50.06126378,"(50,60]",2018_January,0.09,Dry,dry,"(50,55]","(50,60]","(40,60]",NA,0.6664334033123396,0.5006126378,NA,-0.043
2018_January_ADFA_4,4,9,ADFA,EPI,-9.4,47.53502854,0,NA,13,NA,NA,NA,184,NA,0,281.8,NA,NA,100,0.5298,1,2018_January,2018,January,0.2891,0.4265,0.1374,St. Marys,47.53502854,47.53502854,"(40,50]",2018_January,0.09,Dry,dry,"(45,50]","(40,50]","(40,60]",NA,0.6778429073856976,0.4753502854,NA,-0.043
2018_January_ADFA_6,6,10,ADFA,EPI,-7.5,48.38709677,0,NA,4,NA,NA,NA,188,NA,0,277.8,NA,NA,100,0.4951,1,2018_January,2018,January,0.1922,0.2852,0.093,St. Marys,48.38709677,48.38709677,"(40,50]",2018_January,0.09,Dry,dry,"(45,50]","(40,50]","(40,60]",NA,0.6739130434782609,0.4838709677,NA,-0.043
2018_January_ADFA_1,1,11,ADFA,EPI,-6.5,61.42040816,Missing flam weight,NA,9,NA,NA,NA,135,NA,0,283.4,NA,NA,100,0.512,1,2018_January,2018,January,0.3063,0.4944,0.1881,St. Marys,61.42040816,61.42040816,"(60,70]",2018_January,0.09,Dry,moderate,"(60,65]","(60,70]","(60,80]",NA,0.6195388349514563,0.6142040816000001,NA,-0.043
2020_September_ADFA_1.1,1.1,1,ADFA,EPI,-0.123,103.04679,Glow end time really hard to see,NA,21,NA,NA,NA,142,NA,0,222.8,NA,NA,40,0.5344,1,2020_September,2020,September,0.2757,0.5598,0.2841,St. Marys,103.04679,103.04679,"(100,110]",2020_September,0.01,Dry,hydrated,"(100,105]","(100,110]","(100,120]",NA,0.49249732047159706,1.0304679,NA,-0.043
2020_September_ADFA_2.3,2.3,1,ADFA,EPI,-0.106,95.64,0,6,11,NA,NA,NA,107,NA,0,257.9,NA,NA,100,0.4885,1,2020_September,2020,September,0.25,0.4891,0.2391,Painted Caves,95.64,95.64,"(90,100]",2020_September,0.01,Dry,hydrated,"(95,100]","(90,100]","(80,100]",NA,0.5111429155591903,0.9564,NA,-0.043
2020_September_ADFA_2.4,2.4,1,ADFA,EPI,-0.116,107.9264214,0,NA,23,NA,NA,NA,159,NA,0,265.5,NA,NA,40,0.5342,1,2020_September,2020,September,0.299,0.6217,0.3227,Painted Caves,107.9264214,107.9264214,"(100,110]",2020_September,0.01,Dry,hydrated,"(105,110]","(100,110]","(100,120]",NA,0.4809393598198488,1.079264214,NA,-0.043
2020_September_ADFA_1.3,1.3,2,ADFA,EPI,-0.744,82.28373702,0,7,29,NA,NA,NA,114,NA,0,271.2,NA,NA,100,0.4981,1,2020_September,2020,September,0.289,0.5268,0.2378,St. Marys,82.28373702,82.28373702,"(80,90]",2020_September,0.01,Dry,moderate,"(80,85]","(80,90]","(80,100]",NA,0.5485952923310553,0.8228373702,NA,-0.043
2020_September_ADFA_2.4,2.4,2,ADFA,EPI,-1.957,72.67645003,0,NA,3,NA,NA,NA,133,NA,0,281.4,NA,NA,NA,0.54,1,2020_September,2020,September,0.2862,0.4942,0.208,Painted Caves,72.67645003,72.67645003,"(70,80]",2020_September,0.01,Dry,moderate,"(70,75]","(70,80]","(60,80]",NA,0.5791177660866047,0.7267645003,NA,-0.043
2020_September_ADFA_2.4,2.4,6,ADFA,EPI,-7.946,59.27409262,0,NA,10,NA,NA,NA,200,NA,0,280,NA,NA,NA,0.4075,1,2020_September,2020,September,0.3995,0.6363,0.2368,Painted Caves,59.27409262,59.27409262,"(50,60]",2020_September,0.01,Dry,dry,"(55,60]","(50,60]","(40,60]",NA,0.6278484991356279,0.5927409262,NA,-0.043
2020_September_ADFA_1.1,1.1,7,ADFA,EPI,-5.122,68.67623604,0,NA,7,NA,NA,NA,97,NA,0,278.1,NA,NA,100,0.4754,1,2020_September,2020,September,0.3135,0.5288,0.2153,St. Marys,68.67623604,68.67623604,"(60,70]",2020_September,0.01,Dry,moderate,"(65,70]","(60,70]","(60,80]",NA,0.5928517397881996,0.6867623604,NA,-0.043
2020_September_ADFA_2.3,2.3,7,ADFA,EPI,-5.259,15.756431942825202,0,NA,13,NA,NA,NA,163,NA,0,284,NA,NA,20,0.4615,1,2020_September,2020,September,0.3308,0.3979,0.0671,Painted Caves,NA,15.756431942825202,"(20,30]",2020_September,0.01,Dry,dry,"(20,25]","(20,30]","(20,40]",NA,0.8313646644885649,0.15756431942825205,NA,-0.043
2020_September_ADFA_2.6,2.6,7,ADFA,EPI,-4.28,75.74183976,0,NA,19,NA,NA,NA,173,NA,0,273.5,NA,NA,NA,0.5433,1,2020_September,2020,September,0.2696,0.4738,0.2042,Painted Caves,75.74183976,75.74183976,"(70,80]",2020_September,0.01,Dry,moderate,"(75,80]","(70,80]","(60,80]",NA,0.5690164626424652,0.7574183976000001,NA,-0.043
2020_September_ADFA_1.1,1.1,8,ADFA,EPI,-2.816,57.06787964,0,NA,18,NA,NA,NA,158,NA,0,268.3,NA,NA,100,0.5134,1,2020_September,2020,September,0.2858,0.4489,0.1631,St. Marys,57.06787964,57.06787964,"(50,60]",2020_September,0.01,Dry,dry,"(55,60]","(50,60]","(40,60]",NA,0.636667409222544,0.5706787964,NA,-0.043
2020_September_ADFA_2.4,2.4,9,ADFA,EPI,-4.942,73.64932052,0,NA,12,NA,NA,NA,153,NA,0,266.3,NA,NA,100,0.5295,1,2020_September,2020,September,0.3017,0.5239,0.2222,Painted Caves,73.64932052,73.64932052,"(70,80]",2020_September,0.01,Dry,moderate,"(70,75]","(70,80]","(60,80]",NA,0.5758732582553923,0.7364932052000001,NA,-0.043
2020_September_ADFA_1.2,1.2,10,ADFA,EPI,-8.35,63.18211703,0,NA,10,NA,NA,NA,172,NA,0,272.2,NA,NA,100,0.4982,1,2020_September,2020,September,0.3042,0.4964,0.1922,St. Marys,63.18211703,63.18211703,"(60,70]",2020_September,0.01,Dry,moderate,"(60,65]","(60,70]","(60,80]",NA,0.612812248186946,0.6318211703,NA,-0.043
2019_December_CEME_1,1,1,CEME,EPI,-0.163,131.3260941,no burn,NA,NA,0,NA,NA,NA,NA,0,274.1,NA,NA,100,0.493,1,2019_December,2019,December,0.3039,0.703,0.3991,St. Marys,131.3260941,131.3260941,"(130,140]",2019_December,3.69,Wet,hydrated,"(130,135]","(130,140]","(120,140]",NA,0.4322901849217639,1.313260941,NA,-0.043
2019_December_CEME_2,2,1,CEME,EPI,-0.167,149.7320472,0,NA,19,NA,NA,NA,104,NA,0,279,313.8,NA,100,0.462,1,2019_December,2019,December,0.1866,0.466,0.2794,St. Marys,149.7320472,149.7320472,"(140,150]",2019_December,3.69,Wet,hydrated,"(145,150]","(140,150]","(140,160]",34.80000000000001,0.40042918454935617,1.4973204720000002,NA,-0.043
2019_December_CEME_3,3,1,CEME,EPI,-0.263,NA,no lfm measurement made,NA,7,NA,NA,NA,187,NA,0,266.8,308.9,NA,100,0.531,1,2019_December,2019,December,0.185,0.472,0.472,St. Marys,NA,NA,NA,2019_December,3.69,Wet,NA,NA,NA,NA,42.099999999999966,0.3919491525423729,NA,NA,-0.043
2019_December_CEME_6,6,1,CEME,EPI,-0.31,170.8897828952057,0,NA,NA,0,NA,NA,NA,NA,0,274.1,NA,NA,100,0.55,0,2019_December,2019,December,0.2619,0.7437,0.4818,St. Marys,NA,170.8897828952057,"(180,190]",2019_December,3.69,Wet,hydrated,"(180,185]","(180,190]","(180,200]",NA,0.3521581282775313,1.708897828952057,NA,-0.043
2019_December_CEME_7,7,1,CEME,EPI,-0.043,196.2224508058962,0,NA,27,NA,NA,NA,149,NA,0,280.7,312.6,NA,100,0.619,1,2019_December,2019,December,0.1757,0.6487,0.473,St. Marys,NA,196.2224508058962,"(260,270]",2019_December,3.69,Wet,hydrated,"(265,270]","(260,270]","(260,280]",31.90000000000003,0.27084939108987205,1.962224508058962,NA,-0.043
2019_December_CEME_7,7,1,CEME,EPI,-0.043,196.2224508058962,0,NA,22,NA,NA,NA,197,NA,0,275.6,304.7,NA,100,0.619,1,2019_December,2019,December,0.1757,0.6487,0.473,St. Marys,NA,196.2224508058962,"(260,270]",2019_December,3.69,Wet,hydrated,"(265,270]","(260,270]","(260,280]",29.09999999999997,0.27084939108987205,1.962224508058962,NA,-0.043
2019_December_CEME_7,7,1,CEME,EPI,-0.043,196.2224508058962,0,NA,22,NA,NA,NA,195,NA,0,281.6,293.4,NA,100,0.619,1,2019_December,2019,December,0.1757,0.6487,0.473,St. Marys,NA,196.2224508058962,"(260,270]",2019_December,3.69,Wet,hydrated,"(265,270]","(260,270]","(260,280]",11.799999999999956,0.27084939108987205,1.962224508058962,NA,-0.043
2019_December_CEME_8,8,1,CEME,EPI,-0.317,166.37631662564598,0,NA,18,NA,NA,NA,139,NA,0,276.5,300.4,NA,100,0.584,1,2019_December,2019,December,0.1522,0.4932,0.341,St. Marys,NA,166.37631662564598,"(220,230]",2019_December,3.69,Wet,hydrated,"(220,225]","(220,230]","(220,240]",23.899999999999977,0.3085969180859692,1.6637631662564598,NA,-0.043
2019_December_CEME_9,9,1,CEME,EPI,-0.362,170.9535759,0,NA,21,NA,NA,NA,153,NA,0,280.4,NA,NA,100,0.643,1,2019_December,2019,December,0.3188,0.8638,0.545,St. Marys,170.9535759,170.9535759,"(170,180]",2019_December,3.69,Wet,hydrated,"(170,175]","(170,180]","(160,180]",NA,0.369066913637416,1.709535759,NA,-0.043
2019_December_CEME_4,4,2,CEME,EPI,-2.01,162.25527521008252,0,NA,16,NA,NA,NA,151,NA,0,270.6,307.3,NA,100,0.638,1,2019_December,2019,December,0.1642,0.5072,0.343,St. Marys,NA,162.25527521008252,"(200,210]",2019_December,3.69,Wet,hydrated,"(205,210]","(200,210]","(200,220]",36.69999999999999,0.3237381703470032,1.6225527521008252,NA,-0.043
2019_December_CEME_7,7,2,CEME,EPI,-0.88,296.13415191393517,0,NA,11,NA,NA,NA,152,NA,0,283.1,291.4,NA,100,0.459,1,2019_December,2019,December,0.185,1.024,0.839,St. Marys,NA,296.13415191393517,NA,2019_December,3.69,Wet,NA,NA,NA,NA,8.299999999999955,0.1806640625,2.9613415191393515,NA,-0.043
2019_December_CEME_8,8,2,CEME,EPI,-1.34,171.81569442508004,0,NA,25,NA,NA,NA,145,NA,0,271.2,294.2,NA,100,0.546,1,2019_December,2019,December,0.1337,0.4747,0.341,St. Marys,NA,171.81569442508004,"(250,260]",2019_December,3.69,Wet,hydrated,"(255,260]","(250,260]","(240,260]",23,0.2816515694122604,1.7181569442508005,NA,-0.043
2019_December_CEME_7,7,3,CEME,EPI,-1.77,160.05143547015274,0,NA,15,NA,NA,NA,166,NA,0,280.3,NA,NA,100,0.562,1,2019_December,2019,December,0.1934,0.5614,0.368,St. Marys,NA,160.05143547015274,"(190,200]",2019_December,3.69,Wet,hydrated,"(190,195]","(190,200]","(180,200]",NA,0.3444959030993943,1.6005143547015277,NA,-0.043
2019_December_CEME_8,8,3,CEME,EPI,-2,171.2834165872936,0,NA,21,NA,NA,NA,103,NA,0,279.4,NA,NA,100,0.497,1,2019_December,2019,December,0.0977,0.397,0.2993,St. Marys,NA,171.2834165872936,"(300,310]",2019_December,3.69,Wet,hydrated,"(305,310]","(300,310]","(300,320]",NA,0.24609571788413095,1.712834165872936,NA,-0.043
2019_December_CEME_9,9,4,CEME,EPI,-2.89,174.1025006,0,NA,32,NA,NA,NA,138,NA,0,269.1,286.5,NA,100,0.655,1,2019_December,2019,December,0.202,0.5536,0.3516,St. Marys,174.1025006,174.1025006,"(170,180]",2019_December,3.69,Wet,hydrated,"(170,175]","(170,180]","(160,180]",17.399999999999977,0.36488439306358383,1.741025006,NA,-0.043
2019_December_CEME_7,7,6,CEME,EPI,-3.378,132.6370757,0,NA,31,NA,NA,NA,83,NA,0,261.5,NA,NA,100,0.589,1,2019_December,2019,December,0.1915,0.4455,0.254,St. Marys,132.6370757,132.6370757,"(130,140]",2019_December,3.69,Wet,hydrated,"(130,135]","(130,140]","(120,140]",NA,0.4298540965207632,1.326370757,NA,-0.043
2019_December_CEME_8,8,6,CEME,EPI,-4.02,148.0726086,0,NA,13,NA,NA,NA,170,NA,0,279.6,279.4,NA,100,0.438,1,2019_December,2019,December,0.2452,0.6082,0.363,St. Marys,148.0726086,148.0726086,"(140,150]",2019_December,3.69,Wet,hydrated,"(145,150]","(140,150]","(140,160]",-0.20000000000004547,0.40315685629727066,1.480726086,NA,-0.043
2019_December_CEME_3,3,7,CEME,EPI,-1.2,106.1336254,0,NA,8,NA,NA,NA,158,NA,0,256.7,270.5,NA,100,0.524,1,2019_December,2019,December,0.4565,0.941,0.4845,St. Marys,106.1336254,106.1336254,"(100,110]",2019_December,3.69,Wet,hydrated,"(105,110]","(100,110]","(100,120]",13.800000000000011,0.4851222104144527,1.061336254,NA,-0.043
2019_December_CEME_1,1,8,CEME,EPI,-1.9,90.35064593,0,NA,14,NA,NA,NA,157,NA,0,271,289.7,NA,100,0.586,1,2019_December,2019,December,0.3793,0.722,0.3427,St. Marys,90.35064593,90.35064593,"(90,100]",2019_December,3.69,Wet,hydrated,"(90,95]","(90,100]","(80,100]",18.69999999999999,0.5253462603878117,0.9035064593,NA,-0.043
2019_December_CEME_3,3,8,CEME,EPI,-2,100,0,NA,24,NA,NA,NA,149,NA,0,278.9,NA,NA,100,0.596,1,2019_December,2019,December,0.648,1.296,0.648,St. Marys,100,100,"(90,100]",2019_December,3.69,Wet,hydrated,"(95,100]","(90,100]","(80,100]",NA,0.5,1,NA,-0.043
2019_December_CEME_8,8,8,CEME,EPI,-4.65,124.6315789,0,NA,64,NA,NA,NA,139,NA,0,267.6,274.1,NA,100,0.471,1,2019_December,2019,December,0.2375,0.5335,0.296,St. Marys,124.6315789,124.6315789,"(120,130]",2019_December,3.69,Wet,hydrated,"(120,125]","(120,130]","(120,140]",6.5,0.4451733833177132,1.2463157889999998,NA,-0.043
2019_December_CEME_4,4,9,CEME,EPI,-10.01,108.0436941,0,NA,NA,0,NA,NA,NA,NA,0,274.1,NA,NA,100,0.426,1,2019_December,2019,December,0.2518,0.5238,0.272,St. Marys,108.0436941,108.0436941,"(100,110]",2019_December,3.69,Wet,hydrated,"(105,110]","(100,110]","(100,120]",NA,0.48071783123329515,1.080436941,NA,-0.043
2019_December_CEME_3,3,10,CEME,EPI,-3.32,84.84663823,0,NA,9,NA,NA,NA,134,NA,0,269.9,264.9,NA,100,0.555,1,2019_December,2019,December,0.4923,0.91,0.4177,St. Marys,84.84663823,84.84663823,"(80,90]",2019_December,3.69,Wet,moderate,"(80,85]","(80,90]","(80,100]",-5,0.540989010989011,0.8484663822999999,NA,-0.043
2019_December_CEME_1,1,11,CEME,EPI,-5.4,NA,no lfm,NA,26,NA,NA,NA,118,NA,0,265,312,NA,100,0.4515,1,2019_December,2019,December,0.185,0.472,0.472,St. Marys,NA,NA,NA,2019_December,3.69,Wet,NA,NA,NA,NA,47,0.3919491525423729,NA,NA,-0.043
2019_December_CEME_7,7,11,CEME,EPI,-6.67,83.18703579,0,NA,NA,0,NA,NA,NA,NA,0,274.1,NA,NA,100,0.606,1,2019_December,2019,December,0.3703,0.6783,0.308,St. Marys,83.18703579,83.18703579,"(80,90]",2019_December,3.69,Wet,moderate,"(80,85]","(80,90]","(80,100]",NA,0.5459236326109391,0.8318703579,NA,-0.043
2019_December_CEME_2,2,13,CEME,EPI,-4.28,236.85323881271864,correct weight,NA,29,NA,NA,NA,177,NA,0,280.1,295.7,NA,100,0.477,1,2019_December,2019,December,0.2075,0.868,0.6605,St. Marys,NA,236.85323881271864,"(310,320]",2019_December,3.69,Wet,hydrated,"(315,320]","(310,320]","(300,320]",15.599999999999966,0.23905529953917048,2.368532388127186,NA,-0.043
2019_December_CEME_3,3,14,CEME,EPI,-7.21,88.4180791,0,NA,12,NA,NA,NA,161,NA,0,269.6,267.3,NA,100,0.525,1,2019_December,2019,December,0.354,0.667,0.313,St. Marys,88.4180791,88.4180791,"(80,90]",2019_December,3.69,Wet,moderate,"(85,90]","(80,90]","(80,100]",-2.3000000000000114,0.5307346326836581,0.884180791,NA,-0.043
2019_December_CEME_3,3,16,CEME,EPI,-10,NA,no lfm,NA,9,NA,NA,NA,120,NA,0,274.1,274.4,NA,100,0.435,1,2019_December,2019,December,0.185,0.406,0.406,St. Marys,NA,NA,NA,2019_December,3.69,Wet,NA,NA,NA,NA,0.2999999999999545,0.4556650246305418,NA,NA,-0.043
2020_January_CEME_2,2,1,CEME,EPI,-0.38,174.43694372281175,0,NA,24,NA,NA,NA,143,NA,0,267.4,285,NA,100,0.698,1,2020_January,2020,January,0.1123,0.4453,0.333,St. Marys,NA,174.43694372281175,"(290,300]",2020_January,5.82,Wet,hydrated,"(295,300]","(290,300]","(280,300]",17.600000000000023,0.25218953514484616,1.7443694372281175,NA,-0.043
2020_January_CEME_4,4,1,CEME,EPI,-0.312,162.62871908797374,0,NA,19,NA,NA,NA,86,NA,0,275.1,276,NA,100,0.477,1,2020_January,2020,January,0.2135,0.6025,0.389,St. Marys,NA,162.62871908797374,"(180,190]",2020_January,5.82,Wet,hydrated,"(180,185]","(180,190]","(180,200]",0.8999999999999773,0.354356846473029,1.6262871908797374,NA,-0.043
2020_January_CEME_5,5,1,CEME,EPI,-0.467,230.9701596226629,0,NA,6,NA,NA,NA,137,NA,0,277.2,283.4,NA,100,0.646,1,2020_January,2020,January,0.0598,0.5368,0.477,St. Marys,NA,230.9701596226629,NA,2020_January,5.82,Wet,NA,NA,NA,NA,6.199999999999989,0.11140089418777942,2.309701596226629,NA,-0.043
2020_January_CEME_6,6,1,CEME,EPI,-0.61,199.52672321401496,0,NA,26,NA,NA,NA,106,NA,0,275.3,NA,NA,100,0.591,1,2020_January,2020,January,0.2542,0.8102,0.556,St. Marys,NA,199.52672321401496,"(210,220]",2020_January,5.82,Wet,hydrated,"(215,220]","(210,220]","(200,220]",NA,0.3137496914342137,1.9952672321401497,NA,-0.043
2020_January_CEME_4,4,2,CEME,EPI,-1.783,158.70129713258012,0,NA,22,NA,NA,NA,105,NA,0,273.5,275,NA,100,0.556,1,2020_January,2020,January,0.1151,0.4043,0.2892,St. Marys,NA,158.70129713258012,"(250,260]",2020_January,5.82,Wet,hydrated,"(250,255]","(250,260]","(240,260]",1.5,0.2846895869403908,1.5870129713258012,NA,-0.043
2020_January_CEME_6,6,2,CEME,EPI,-1.433,170.8585315683986,0,NA,18,NA,NA,NA,125,NA,0,267,269.3,NA,100,0.533,1,2020_January,2020,January,0.2359,0.6805,0.4446,St. Marys,NA,170.8585315683986,"(180,190]",2020_January,5.82,Wet,hydrated,"(185,190]","(180,190]","(180,200]",2.3000000000000114,0.3466568699485672,1.708585315683986,NA,-0.043
2020_January_CEME_4,4,3,CEME,EPI,-2.08,164.8472426208795,0,NA,20,NA,NA,NA,112,NA,0,278,279.9,NA,100,0.516,1,2020_January,2020,January,0.2251,0.6422,0.4171,St. Marys,NA,164.8472426208795,"(180,190]",2020_January,5.82,Wet,hydrated,"(185,190]","(180,190]","(180,200]",1.8999999999999773,0.3505138586110246,1.648472426208795,NA,-0.043
2020_January_CEME_1,1,4,CEME,EPI,-3.42,150.5224898,0,NA,21,NA,NA,NA,110,NA,0,264.8,265.4,NA,100,0.45,1,2020_January,2020,January,0.2201,0.5514,0.3313,St. Marys,150.5224898,150.5224898,"(150,160]",2020_January,5.82,Wet,hydrated,"(150,155]","(150,160]","(140,160]",0.5999999999999659,0.39916575988393177,1.5052248979999998,NA,-0.043
2020_January_CEME_3,3,4,CEME,EPI,-3.71,119.3153153,0,NA,20,NA,NA,NA,119,NA,0,271.7,291.9,NA,100,0.499,1,2020_January,2020,January,0.2775,0.6086,0.3311,St. Marys,119.3153153,119.3153153,"(110,120]",2020_January,5.82,Wet,hydrated,"(115,120]","(110,120]","(100,120]",20.19999999999999,0.45596450870851135,1.193153153,NA,-0.043
