individual_round,individual,sample,round,model_spp_gr,spp,model,mpa,lfm_notes,fh,ttfg,gti,tti,fd,gd,pfg,ignition,start_temp,temp_max,ignition_temp,prop_new,sample_wt,glow,year_month,year,month,dry_wt,fresh_wt,water_wt,site,lfm_outliers_out,lfm_n_as_imputed,gr,precip_2month,precip_2mo,season,ignition_no_double,prop_ignite,ros,hydration,bins5lfm,bins10lfm,bins20lfm,temp_change,gdw_gfw,gww_gdw,gdw_gww,flam_index,max_mpa_sample,location
2020_October_QUKE_1.5_2,2020_October_QUKE_1.5,1.5,2,"2020_October_HP_QUKE_(60,70]",QUKE,HP,7.955,0,33,15,0.5,15,5,55,42,1,238.2,292.8,234.1,NA,2.2544,0,2020_October,2020,October,7.6837,7.947,0.2633,1,63.02058401,63.02058401,"(60,70]",2020_October,0.61,Dry,1,100,0.7692307692307693,moderate,"(60,65]","(60,70]","(60,80]",54.60000000000002,0.9668680005033344,0.6302058401,29.182301557159136,18.85845669471448,-0.309,seki
2020_October_QUKE_1.6_1,2020_October_QUKE_1.6,1.6,1,"2020_October_HP_QUKE_(140,150]",QUKE,HP,0.224,0,36,20,0.5,20,7,33,26,1,238.5,269.7,230.4,NA,1.9786,0,2020_October,2020,October,7.4194,7.6923,0.2729,1,142.4321503,142.4321503,"(140,150]",2020_October,0.61,Dry,1,67,1.4285714285714286,hydrated,"(140,145]","(140,150]","(140,160]",31.19999999999999,0.9645229645229644,1.4243215029999998,27.1872480762184,18.159020597145343,-0.224,seki
2020_October_QUKE_1.7_5,2020_October_QUKE_1.7,1.7,5,"2020_October_HP_QUKE_(100,110]",QUKE,HP,3.312,0,30,18,0.5,18,5,63,58,1,212.3,207.8,206.3,NA,0.6864,0,2020_October,2020,October,7.5378,7.8371,0.2993,1,105.9469027,105.9469027,"(100,110]",2020_October,0.61,Dry,1,67,2,hydrated,"(105,110]","(100,110]","(100,120]",-4.5,0.9618098531344502,1.059469027,25.18476445038423,17.741301992211852,-0.235,seki
2020_September_ADFA_1.1_10,2020_September_ADFA_1.1,1.1,10,"2020_September_HP_ADFA_(70,80]",ADFA,HP,6.006,Ignition due to veg touching flame,23,102,33,135,36,196,127,1,220,257.6,231.3,50,2.5316,1,2020_September,2020,September,0.2821,0.4895,0.2074,St. Marys,73.52002836,73.52002836,"(70,80]",2020_September,0.01,Dry,1,61,0.277777777777778,moderate,"(70,75]","(70,80]","(60,80]",37.60000000000002,0.576302349336057,0.7352002836,1.36017357762777,11.901532314993396,-0.123,local
2020_September_ADFA_1.1_3,2020_September_ADFA_1.1,1.1,3,"2020_September_HP_ADFA_(70,80]",ADFA,HP,3.979,0,24,76,13,89,6,81,62,1,291.2,300.2,295.3,50,1.1661,1,2020_September,2020,September,0.3147,0.5476,0.2329,St. Marys,74.00699078,74.00699078,"(70,80]",2020_September,0.01,Dry,1,61,1.66666666666667,moderate,"(70,75]","(70,80]","(60,80]",9,0.574689554419284,0.7400699078,1.3512237011593,15.167348802468569,-0.123,local
2020_September_ADFA_1.2_1,2020_September_ADFA_1.2,1.2,1,"2020_September_HP_ADFA_(100,110]",ADFA,HP,0.713,0,22,20,15,NA,10,264,60,1,267.6,289.8,278,NA,2.3384,1,2020_September,2020,September,0.2677,0.5419,0.2742,St. Marys,102.4280911,102.4280911,"(100,110]",2020_September,0.01,Dry,1,60,1,hydrated,"(100,105]","(100,110]","(100,120]",22.19999999999999,0.494002583502491,1.024280911,0.976294675419402,NA,-0.244,local
2020_September_ADFA_1.2_3,2020_September_ADFA_1.2,1.2,3,"2020_September_HP_ADFA_(70,80]",ADFA,HP,2.444,0,21,69,42,111,13,161,106,1,280,300.15,290.8,20,2.0713,1,2020_September,2020,September,0.324,0.5668,0.2428,St. Marys,74.9382716,74.9382716,"(70,80]",2020_September,0.01,Dry,1,61,0.769230769230769,moderate,"(70,75]","(70,80]","(60,80]",20.149999999999977,0.571630204657728,0.749382716,1.33443163097199,12.960295099587622,-0.244,local
2020_September_ADFA_1.3_3,2020_September_ADFA_1.3,1.3,3,"2020_September_HP_ADFA_(60,70]",ADFA,HP,7.005,0,28,42,19,61,14,176,89,1,280,274.1,270,NA,1.6334,1,2020_September,2020,September,0.3671,0.61,0.2429,St. Marys,66.16725688,66.16725688,"(60,70]",2020_September,0.01,Dry,1,42,0.147058823529412,moderate,"(65,70]","(60,70]","(60,80]",-5.899999999999977,0.601803278688525,0.6616725688,1.51132153149444,19.729250800995136,-0.471,local
2020_September_ADFA_1.3_4,2020_September_ADFA_1.3,1.3,4,"2020_September_HP_ADFA_(70,80]",ADFA,HP,2.18,0,20,76,20,96,9,153,124,1,264,297.4,296.2,50,1.3301,1,2020_September,2020,September,0.2962,0.5173,0.2211,St. Marys,74.64550979,74.64550979,"(70,80]",2020_September,0.01,Dry,1,61,1.11111111111111,moderate,"(70,75]","(70,80]","(60,80]",33.39999999999998,0.572588439976803,0.7464550979,1.33966530981456,13.91578687056559,-0.471,local
2020_September_ADFA_1.3_5,2020_September_ADFA_1.3,1.3,5,"2020_September_HP_ADFA_(70,80]",ADFA,HP,4.401,0,18,66,1,67,26,237,89,1,261.5,301,289,100,1.6334,1,2020_September,2020,September,0.2886,0.5,0.2114,St. Marys,73.25017325,73.25017325,"(70,80]",2020_September,0.01,Dry,1,61,0.384615384615385,moderate,"(70,75]","(70,80]","(60,80]",39.5,0.5772,0.7325017325,1.36518448438978,16.817171039928805,-0.471,local
2020_September_ADFA_1.3_6,2020_September_ADFA_1.3,1.3,6,"2020_September_HP_ADFA_(50,60]",ADFA,HP,7.639,0,24,104,20,124,15,152,117,1,248.8,282.3,239,100,1.6644,1,2020_September,2020,September,0.3411,0.5385,0.1974,St. Marys,57.87159191,57.87159191,"(50,60]",2020_September,0.01,Dry,1,20,0.666666666666667,dry,"(55,60]","(50,60]","(40,60]",33.5,0.633426183844011,0.5787159191,1.72796352583587,12.581057202487676,-0.471,local
2020_September_ADFA_1.3_7,2020_September_ADFA_1.3,1.3,7,"2020_September_HP_ADFA_(70,80]",ADFA,HP,5.79,0,12,40,57,97,36,205,112,1,244.4,267.1,259.1,100,2.3105,1,2020_September,2020,September,0.2793,0.488,0.2087,St. Marys,74.72252059,74.72252059,"(70,80]",2020_September,0.01,Dry,1,61,0.277777777777778,moderate,"(70,75]","(70,80]","(60,80]",22.700000000000017,0.57233606557377,0.7472252059,1.33828461907044,12.456500235957549,-0.471,local
2020_September_ADFA_1.4_11,2020_September_ADFA_1.4,1.4,11,"2020_September_HP_ADFA_(40,50]",ADFA,HP,10,Ignition due to touhing pilot flame,23,71,0.5,71,37,117,80,1,246.3,257.5,245.9,90,1.0616,1,2020_September,2020,September,0.4151,0.6084,0.1933,St. Marys,46.56709227,46.56709227,"(40,50]",2020_September,0.01,Dry,1,20,0.27027027027027,dry,"(45,50]","(40,50]","(40,60]",11.199999999999989,0.682281393819855,0.4656709227,2.14743921365753,17.168322313248627,-0.225,local
2020_September_ADFA_1.4_11,2020_September_ADFA_1.4,1.4,11,"2020_September_HP_ADFA_(40,50]",ADFA,HP,10,Ignition due to touhing pilot flame,23,71,0.5,71,37,117,80,1,246.3,257.5,245.9,90,1.0616,1,2020_September,2020,September,0.4151,0.6084,0.1933,St. Marys,46.56709227,46.56709227,"(40,50]",2020_September,0.01,Dry,1,20,0.27027027027027,dry,"(45,50]","(40,50]","(40,60]",11.199999999999989,0.682281393819855,0.4656709227,2.14743921365753,17.168322313248627,-0.225,local
2020_September_ADFA_1.4_2,2020_September_ADFA_1.4,1.4,2,"2020_September_HP_ADFA_(60,70]",ADFA,HP,5.33,0,22,76,0.5,76,35,101,66,1,273.3,283.9,279.7,100,1.3686,1,2020_September,2020,September,0.324,0.5213,0.1973,St. Marys,60.89506173,60.89506173,"(60,70]",2020_September,0.01,Dry,1,42,0.285714285714286,moderate,"(60,65]","(60,70]","(60,80]",10.599999999999966,0.621523115288701,0.6089506173,1.64216928535226,16.31229745862898,-0.225,local
2020_September_ADFA_1.4_2,2020_September_ADFA_1.4,1.4,2,"2020_September_HP_ADFA_(60,70]",ADFA,HP,5.33,0,22,76,0.5,76,35,101,66,1,273.3,283.9,279.7,100,1.3686,1,2020_September,2020,September,0.324,0.5213,0.1973,St. Marys,60.89506173,60.89506173,"(60,70]",2020_September,0.01,Dry,1,42,0.285714285714286,moderate,"(60,65]","(60,70]","(60,80]",10.599999999999966,0.621523115288701,0.6089506173,1.64216928535226,16.31229745862898,-0.225,local
2020_September_ADFA_1.4_3,2020_September_ADFA_1.4,1.4,3,"2020_September_HP_ADFA_(60,70]",ADFA,HP,5.751,0,26,75,0.5,75,25,101,76,1,264.6,328.7,300.1,100,1.3716,1,2020_September,2020,September,0.2916,0.4742,0.1826,St. Marys,62.62002743,62.62002743,"(60,70]",2020_September,0.01,Dry,1,42,0.4,moderate,"(60,65]","(60,70]","(60,80]",64.09999999999997,0.61493040911008,0.6262002743,1.59693318729463,17.10570657702997,-0.225,local
2020_September_ADFA_1.4_7,2020_September_ADFA_1.4,1.4,7,"2020_September_HP_ADFA_(70,80]",ADFA,HP,3.502,0,20,135,0.5,135,8,116,108,1,261.9,264.3,261.1,100,1.598,1,2020_September,2020,September,0.2885,0.5059,0.2174,St. Marys,75.35528596,75.35528596,"(70,80]",2020_September,0.01,Dry,1,61,1.25,moderate,"(75,80]","(70,80]","(60,80]",2.400000000000034,0.570270804506819,0.7535528596,1.32704691812327,11.52415841518364,-0.225,local
2020_September_ADFA_1.5_1,2020_September_ADFA_1.5,1.5,1,"2020_September_HP_ADFA_(80,90]",ADFA,HP,0.136,0,27,8,57,65,28,202,117,1,284,394.2,289.1,NA,2.462,1,2020_September,2020,September,0.2965,0.5395,0.243,St. Marys,81.95615514,81.95615514,"(80,90]",2020_September,0.01,Dry,1,29,0.357142857142857,moderate,"(80,85]","(80,90]","(80,100]",110.2,0.549582947173309,0.8195615514,1.2201646090535,18.815720023271947,-0.136,local
2020_September_ADFA_1.5_7,2020_September_ADFA_1.5,1.5,7,"2020_September_HP_ADFA_(60,70]",ADFA,HP,4.49,0,20,98,0.5,98,11,89,78,1,256.8,251,245.6,NA,1.2832,1,2020_September,2020,September,0.3418,0.5683,0.2265,St. Marys,66.2668227,66.2668227,"(60,70]",2020_September,0.01,Dry,1,42,0.909090909090909,moderate,"(65,70]","(60,70]","(60,80]",-5.800000000000011,0.601442899876826,0.662668227,1.50905077262693,13.752071730911878,-0.136,local
2020_September_ADFA_1.5_7,2020_September_ADFA_1.5,1.5,7,"2020_September_HP_ADFA_(60,70]",ADFA,HP,4.49,0,20,98,0.5,98,11,89,78,1,256.8,251,245.6,NA,1.2832,1,2020_September,2020,September,0.3418,0.5683,0.2265,St. Marys,66.2668227,66.2668227,"(60,70]",2020_September,0.01,Dry,1,42,0.909090909090909,moderate,"(65,70]","(60,70]","(60,80]",-5.800000000000011,0.601442899876826,0.662668227,1.50905077262693,13.752071730911878,-0.136,local
2020_September_ADFA_1.6_1,2020_September_ADFA_1.6,1.6,1,"2020_September_HP_ADFA_(100,110]",ADFA,HP,0.316,0,15.5,35,61,96,15,135,59,1,303.6,333.5,302.4,100,1.6,1,2020_September,2020,September,0.2538,0.5258,0.272,St. Marys,107.1710008,107.1710008,"(100,110]",2020_September,0.01,Dry,1,60,0.666666666666667,hydrated,"(105,110]","(100,110]","(100,120]",29.899999999999977,0.482693039178395,1.071710008,0.933088235294118,13.169663720920395,-0.316,local
2020_September_ADFA_1.6_3,2020_September_ADFA_1.6,1.6,3,"2020_September_HP_ADFA_(60,70]",ADFA,HP,5.741,0,18,96,53,149,11,206,142,1,278.5,318.3,296,50,1.8453,1,2020_September,2020,September,0.3292,0.5376,0.2084,St. Marys,63.30498177,63.30498177,"(60,70]",2020_September,0.01,Dry,1,42,0.909090909090909,moderate,"(60,65]","(60,70]","(60,80]",39.80000000000001,0.61235119047619,0.6330498177,1.57965451055662,10.694188831479469,-0.316,local
2020_September_ADFA_1.6_4,2020_September_ADFA_1.6,1.6,4,"2020_September_HP_ADFA_(70,80]",ADFA,HP,3.996,0,21,50,15,65,24,145,106,1,263.9,311.4,297.3,NA,1.3616,1,2020_September,2020,September,0.3004,0.5198,0.2194,St. Marys,73.03595206,73.03595206,"(70,80]",2020_September,0.01,Dry,1,61,0.416666666666667,moderate,"(70,75]","(70,80]","(60,80]",47.5,0.577914582531743,0.7303595206,1.36918869644485,17.72968369623587,-0.316,local
2020_September_ADFA_1.6_6,2020_September_ADFA_1.6,1.6,6,"2020_September_HP_ADFA_(50,60]",ADFA,HP,6.912,0,25,64,51,115,13,161,97,1,258.4,300.15,255.3,50,1.6107,1,2020_September,2020,September,0.3416,0.5316,0.19,St. Marys,55.6206089,55.6206089,"(50,60]",2020_September,0.01,Dry,1,20,0.769230769230769,dry,"(55,60]","(50,60]","(40,60]",41.75,0.642588412340105,0.556206089,1.79789473684211,13.238655725341042,-0.316,local
2020_September_ADFA_1.6_6,2020_September_ADFA_1.6,1.6,6,"2020_September_HP_ADFA_(50,60]",ADFA,HP,6.912,0,25,64,51,115,13,161,97,1,258.4,300.15,255.3,50,1.6107,1,2020_September,2020,September,0.3416,0.5316,0.19,St. Marys,55.6206089,55.6206089,"(50,60]",2020_September,0.01,Dry,1,20,0.769230769230769,dry,"(55,60]","(50,60]","(40,60]",41.75,0.642588412340105,0.556206089,1.79789473684211,13.238655725341042,-0.316,local
2020_September_ADFA_2.1_1,2020_September_ADFA_2.1,2.1,1,"2020_September_HP_ADFA_(90,100]",ADFA,HP,0.319,0,29,19,127,146,24,270,119,1,302.7,345.3,310.4,NA,2.4873,1,2020_September,2020,September,0.2494,0.4859,0.2365,Painted Caves,94.82758621,94.82758621,"(90,100]",2020_September,0.01,Dry,1,56,0.416666666666667,hydrated,"(90,95]","(90,100]","(80,100]",42.60000000000002,0.513274336283186,0.9482758621,1.05454545454545,12.080100235000357,-0.319,local
2020_September_ADFA_2.1_2,2020_September_ADFA_2.1,2.1,2,"2020_September_HP_ADFA_(50,60]",ADFA,HP,7.86,0,23,85,0.5,85,6,118,112,1,270.4,297.7,271.9,100,1.5,1,2020_September,2020,September,0.3104,0.484,0.1736,Painted Caves,55.92783505,55.92783505,"(50,60]",2020_September,0.01,Dry,1,20,1.66666666666667,dry,"(55,60]","(50,60]","(40,60]",27.30000000000001,0.641322314049587,0.5592783505,1.78801843317972,15.425386200043972,-0.319,local
2020_September_ADFA_2.1_4,2020_September_ADFA_2.1,2.1,4,"2020_September_HP_ADFA_(90,100]",ADFA,HP,1.13,Temp probe turned off,24,94,0.5,94,17,86,69,1,256.5,300.15,302.6,NA,1.2584,1,2020_September,2020,September,0.2531,0.4841,0.231,Painted Caves,91.26827341,91.26827341,"(90,100]",2020_September,0.01,Dry,1,56,0.588235294117647,hydrated,"(90,95]","(90,100]","(80,100]",43.64999999999998,0.522825862425119,0.9126827341,1.095670995671,14.69380245317629,-0.319,local
2020_September_ADFA_2.1_5,2020_September_ADFA_2.1,2.1,5,"2020_September_HP_ADFA_(60,70]",ADFA,HP,5.068,0,24,99,10,109,10,129,109,1,259.5,325.4,300.2,NA,1.6817,1,2020_September,2020,September,0.3336,0.5588,0.2252,Painted Caves,67.5059952,67.5059952,"(60,70]",2020_September,0.01,Dry,1,42,1,moderate,"(65,70]","(60,70]","(60,80]",65.89999999999998,0.596993557623479,0.675059952,1.48134991119005,13.507013454332688,-0.319,local
2020_September_ADFA_2.1_6,2020_September_ADFA_2.1,2.1,6,"2020_September_HP_ADFA_(30,40]",ADFA,HP,9.016,0,27,59,0.5,59,19,100,81,1,251.5,300.15,289.1,NA,1.1469,1,2020_September,2020,September,0.3668,0.5069,0.1401,Painted Caves,38.19520174,38.19520174,"(30,40]",2020_September,0.01,Dry,1,56,0.526315789473684,dry,"(35,40]","(30,40]","(20,40]",48.64999999999998,0.723614125073979,0.3819520174,2.61812990720914,19.956066691349033,-0.319,local
2020_September_ADFA_2.2_2,2020_September_ADFA_2.2,2.2,2,"2020_September_HP_ADFA_(70,80]",ADFA,HP,0.873,0,25,85,0.5,85,14,100,86,1,263.9,328.1,302.7,NA,1.7564,1,2020_September,2020,September,0.2947,0.518,0.2233,Painted Caves,75.7719715,75.7719715,"(70,80]",2020_September,0.01,Dry,1,61,0.714285714285714,moderate,"(75,80]","(70,80]","(60,80]",64.20000000000005,0.568918918918919,0.757719715,1.31974921630094,15.733478384827803,-0.256,local
2020_September_ADFA_2.2_4,2020_September_ADFA_2.2,2.2,4,"2020_September_HP_ADFA_(60,70]",ADFA,HP,3.488,0,17,72,15,87,14,98,69,1,268.3,324.7,308.4,NA,0.9893,1,2020_September,2020,September,0.3487,0.5759,0.2272,Painted Caves,65.15629481,65.15629481,"(60,70]",2020_September,0.01,Dry,1,42,0.714285714285714,moderate,"(65,70]","(60,70]","(60,80]",56.39999999999998,0.605487063726341,0.6515629481,1.53477112676056,14.21670612435368,-0.256,local
2020_September_ADFA_2.2_7,2020_September_ADFA_2.2,2.2,7,"2020_September_HP_ADFA_(60,70]",ADFA,HP,4.973,0,12,38,52,90,5,124,67,1,249.4,238.7,238.5,NA,0.7205,1,2020_September,2020,September,0.2869,0.4828,0.1959,Painted Caves,68.28163123,68.28163123,"(60,70]",2020_September,0.01,Dry,1,42,2,moderate,"(65,70]","(60,70]","(60,80]",-10.700000000000015,0.594241922120961,0.6828163123,1.46452271567126,13.00766935470331,-0.256,local
2020_September_ADFA_2.3_2,2020_September_ADFA_2.3,2.3,2,"2020_September_HP_ADFA_(60,70]",ADFA,HP,0.746,0,21,59,19,78,24,111,68,1,294,296.7,291.4,NA,1.1064,1,2020_September,2020,September,0.2813,0.4623,0.181,Painted Caves,64.3441166,64.3441166,"(60,70]",2020_September,0.01,Dry,1,42,0.416666666666667,moderate,"(60,65]","(60,70]","(60,80]",2.6999999999999886,0.608479342418343,0.643441166,1.55414364640884,15.890324245859036,-0.106,local
2020_September_ADFA_2.3_5,2020_September_ADFA_2.3,2.3,5,"2020_September_HP_ADFA_(80,90]",ADFA,HP,2.087,0,23,77,20,97,29,133,84,1,251.8,331.9,247.8,NA,2.8367,1,2020_September,2020,September,0.2869,0.5366,0.2497,Painted Caves,87.03380969,87.03380969,"(80,90]",2020_September,0.01,Dry,1,29,0.344827586206897,moderate,"(85,90]","(80,90]","(80,100]",80.09999999999997,0.534662691017518,0.8703380969,1.14897877452944,14.286167683781043,-0.106,local
2020_September_ADFA_2.4_1,2020_September_ADFA_2.4,2.4,1,"2020_September_HP_ADFA_(100,110]",ADFA,HP,0.116,0,17,6,120,126,9,227,98,1,265.8,316.8,314,NA,2.5587,1,2020_September,2020,September,0.299,0.6217,0.3227,Painted Caves,107.9264214,107.9264214,"(100,110]",2020_September,0.01,Dry,1,60,1.11111111111111,hydrated,"(105,110]","(100,110]","(100,120]",51,0.480939359819849,1.079264214,0.926557173845677,11.536782762317785,-0.116,local
2020_September_ADFA_2.4_3,2020_September_ADFA_2.4,2.4,3,"2020_September_HP_ADFA_(70,80]",ADFA,HP,3.444,0,26,43,34,77,23,146,89,1,295.8,312.7,297.2,NA,2.5541,1,2020_September,2020,September,0.3605,0.6467,0.2862,Painted Caves,79.38973648,79.38973648,"(70,80]",2020_September,0.01,Dry,1,61,0.434782608695652,moderate,"(75,80]","(70,80]","(60,80]",16.899999999999977,0.557445492500387,0.7938973648,1.25960866526904,16.839189411286295,-0.116,local
2020_September_ADFA_2.4_4,2020_September_ADFA_2.4,2.4,4,"2020_September_HP_ADFA_(60,70]",ADFA,HP,6.166,0,26,80,9,89,13,129,107,1,284.7,307,295.2,NA,1.7187,1,2020_September,2020,September,0.3339,0.5422,0.2083,Painted Caves,62.38394729,62.38394729,"(60,70]",2020_September,0.01,Dry,1,42,0.769230769230769,moderate,"(60,65]","(60,70]","(60,80]",22.30000000000001,0.615824419033567,0.6238394729,1.6029764762362,15.460652347094864,-0.116,local
2020_September_ADFA_2.4_5,2020_September_ADFA_2.4,2.4,5,"2020_September_HP_ADFA_(90,100]",ADFA,HP,1.059,Glowed past end of video ; Temp probes turned off,33,125,0.5,125,19,29,10,1,265.4,300.15,289.1,20,2.3566,1,2020_September,2020,September,0.3007,0.575,0.2743,Painted Caves,91.22048553,91.22048553,"(90,100]",2020_September,0.01,Dry,1,56,0.526315789473684,hydrated,"(90,95]","(90,100]","(80,100]",34.75,0.522956521739131,0.9122048553,1.09624498724025,13.538522680117484,-0.116,local
2020_September_ADFA_2.5_1,2020_September_ADFA_2.5,2.5,1,"2020_September_HP_ADFA_(90,100]",ADFA,HP,0.151,0,23,68,72,140,9,227,146,1,267,351.9,308.3,100,3.0939,1,2020_September,2020,September,0.2532,0.4943,0.2411,Painted Caves,95.22116904,95.22116904,"(90,100]",2020_September,0.01,Dry,1,56,1.11111111111111,hydrated,"(95,100]","(90,100]","(80,100]",84.89999999999998,0.512239530649403,0.9522116904,1.05018664454583,11.676236738736064,-0.151,local
2020_September_ADFA_2.5_10,2020_September_ADFA_2.5,2.5,10,"2020_September_HP_ADFA_(50,60]",ADFA,HP,8.821,0,23,108,9,117,10,143,124,1,254.4,260.9,252.2,NA,0.9393,1,2020_September,2020,September,0.381,0.5802,0.1992,Painted Caves,52.28346457,52.28346457,"(50,60]",2020_September,0.01,Dry,1,20,1,dry,"(50,55]","(50,60]","(40,60]",6.499999999999972,0.656670113753878,0.5228346457,1.91265060240964,12.856646379590115,-0.151,local
2020_September_ADFA_2.5_2,2020_September_ADFA_2.5,2.5,2,"2020_September_HP_ADFA_(80,90]",ADFA,HP,2.04,flam. Wt. approx,22,80,0.5,80,14,61,47,1,298.2,316.5,288.8,50,2,1,2020_September,2020,September,0.2744,0.495,0.2206,Painted Caves,80.39358601,80.39358601,"(80,90]",2020_September,0.01,Dry,1,29,0.714285714285714,moderate,"(80,85]","(80,90]","(80,100]",18.30000000000001,0.554343434343434,0.8039358601,1.24388032638259,15.822168409173065,-0.151,local
2020_September_ADFA_2.5_4,2020_September_ADFA_2.5,2.5,4,"2020_September_HP_ADFA_(70,80]",ADFA,HP,3.549,0,18,66,65,131,13,140,62,1,252.4,300.1,293.9,NA,1.3324,1,2020_September,2020,September,0.2627,0.4468,0.1841,Painted Caves,70.07993909,70.07993909,"(70,80]",2020_September,0.01,Dry,1,61,0.769230769230769,moderate,"(70,75]","(70,80]","(60,80]",47.70000000000002,0.587958818263205,0.7007993909,1.42694187941336,11.438812570775037,-0.151,local
2020_September_ADFA_2.5_5,2020_September_ADFA_2.5,2.5,5,"2020_September_HP_ADFA_(80,90]",ADFA,HP,1.16,0,25,79,0.5,79,33,92,59,1,251.9,286.4,277.7,NA,1.1196,1,2020_September,2020,September,0.2827,0.5281,0.2454,Painted Caves,86.8058012,86.8058012,"(80,90]",2020_September,0.01,Dry,1,29,0.303030303030303,moderate,"(85,90]","(80,90]","(80,100]",34.49999999999997,0.535315281196743,0.868058012,1.1519967400163,16.428756830914274,-0.151,local
2020_September_ADFA_2.5_7,2020_September_ADFA_2.5,2.5,7,"2020_September_HP_ADFA_(60,70]",ADFA,HP,4.878,0,19,91,0.5,91,9,87,78,1,240,240,234.5,50,0.8633,1,2020_September,2020,September,0.3248,0.5298,0.205,Painted Caves,63.11576355,63.11576355,"(60,70]",2020_September,0.01,Dry,1,42,1.11111111111111,moderate,"(60,65]","(60,70]","(60,80]",0,0.613061532653832,0.6311576355,1.58439024390244,14.18872632170858,-0.151,local
2020_September_ADFA_2.6_7,2020_September_ADFA_2.6,2.6,7,"2020_September_HP_ADFA_(70,80]",ADFA,HP,4.28,0,22,118,0.5,118,10,101,91,1,234.8,293.2,259,NA,1.8029,1,2020_September,2020,September,0.2696,0.4738,0.2042,Painted Caves,75.74183976,75.74183976,"(70,80]",2020_September,0.01,Dry,1,61,1,moderate,"(75,80]","(70,80]","(60,80]",58.39999999999998,0.569016462642465,0.7574183976,1.32027424094025,12.664497923885236,-0.089,local
2020_September_ADFA_2.6_9,2020_September_ADFA_2.6,2.6,9,"2020_September_HP_ADFA_(70,80]",ADFA,HP,5.779,Glowed past end of video,30.5,176,32,NA,28,158,98,1,229.9,264.7,245.5,NA,2.6022,1,2020_September,2020,September,0.3165,0.5595,0.243,Painted Caves,76.77725118,76.77725118,"(70,80]",2020_September,0.01,Dry,1,61,0.357142857142857,moderate,"(75,80]","(70,80]","(60,80]",34.79999999999998,0.565683646112601,0.7677725118,1.30246913580247,NA,-0.089,local
2020_September_CEME_1.2_1,2020_September_CEME_1.2,1.2,1,"2020_September_HP_CEME_(70,80]",CEME,HP,1.88,0,22,81,48,129,13,224,163,1,265.4,320.9,315.6,100,1.93,1,2020_September,2020,September,0.3114,0.534,0.2226,St. Marys,71.48362235,71.48362235,"(70,80]",2020_September,0.01,Dry,1,18,0.769230769230769,moderate,"(70,75]","(70,80]","(60,80]",55.5,0.58314606741573,0.7148362235,1.3989218328841,12.066965895099598,-0.394,local
2020_September_CEME_1.2_2,2020_September_CEME_1.2,1.2,2,"2020_September_HP_CEME_(80,90]",CEME,HP,1.089,0,17,73,42,115,17,160,101,1,274.3,320.5,315.5,100,1.8135,1,2020_September,2020,September,0.2818,0.5115,0.2297,St. Marys,81.51171043,81.51171043,"(80,90]",2020_September,0.01,Dry,1,50,0.588235294117647,moderate,"(80,85]","(80,90]","(80,100]",46.19999999999999,0.550928641251222,0.8151171043,1.22681758815847,12.126662323855903,-0.394,local
2020_September_CEME_1.4_1,2020_September_CEME_1.4,1.4,1,"2020_September_HP_CEME_(100,110]",CEME,HP,0.192,0,17,38,48,86,19,164,97,1,274.7,311.4,304.5,100,1.9752,1,2020_September,2020,September,0.2367,0.4892,0.2525,St. Marys,106.6751162,106.6751162,"(100,110]",2020_September,0.01,Dry,1,38,0.526315789473684,hydrated,"(105,110]","(100,110]","(100,120]",36.69999999999999,0.483851185609158,1.066751162,0.937425742574257,14.31332707597205,-0.192,local
2020_September_CEME_1.4_3,2020_September_CEME_1.4,1.4,3,"2020_September_HP_CEME_(70,80]",CEME,HP,3.17,0,18,112,47,159,15,201,139,1,258.4,320.4,313.5,100,2.5259,1,2020_September,2020,September,0.2864,0.5092,0.2228,St. Marys,77.79329609,77.79329609,"(70,80]",2020_September,0.01,Dry,1,18,0.666666666666667,moderate,"(75,80]","(70,80]","(60,80]",62,0.562450903377848,0.7779329609,1.28545780969479,10.348048544505334,-0.192,local
2020_September_CEME_1.6_1,2020_September_CEME_1.6,1.6,1,"2020_September_HP_CEME_(90,100]",CEME,HP,0.491,0,14,84,40,124,8,177,129,1,299.4,333.6,322.7,100,1.681,1,2020_September,2020,September,0.2695,0.5355,0.266,St. Marys,98.7012987,98.7012987,"(90,100]",2020_September,0.01,Dry,1,38,1.25,hydrated,"(95,100]","(90,100]","(80,100]",34.200000000000045,0.503267973856209,0.987012987,1.01315789473684,11.182234137066729,-0.491,local
2020_September_CEME_1.6_3,2020_September_CEME_1.6,1.6,3,"2020_September_HP_CEME_(100,110]",CEME,HP,0.909,0,27,37,43,80,25,219,151,1,252.5,292.4,278,100,2.371,1,2020_September,2020,September,0.2754,0.551,0.2756,St. Marys,100.0726216,100.0726216,"(100,110]",2020_September,0.01,Dry,1,38,0.4,hydrated,"(100,105]","(100,110]","(100,120]",39.89999999999998,0.499818511796733,1.000726216,0.999274310595065,16.61207713766352,-0.491,local
2020_September_CEME_1.6_9,2020_September_CEME_1.6,1.6,9,"2020_September_HP_CEME_(50,60]",CEME,HP,8.667,0,22,58,0.5,58,25,266,129,1,257.1,287.9,275.1,100,1.6974,1,2020_September,2020,September,0.3913,0.5964,0.2051,St. Marys,52.41502683,52.41502683,"(50,60]",2020_September,0.01,Dry,1,33,0.4,dry,"(50,55]","(50,60]","(40,60]",30.799999999999955,0.656103286384977,0.5241502683,1.90784982935154,19.206144505948487,-0.491,local
