model.spp.gr.sample,individual,sample,round,model.spp.gr,spp,model,mpa,lfm.notes,fh,ttfg,gti,tti,fd,gd,pfg,ignition,start.temp,temp.max,ignition.temp,prop.new,sample.wt,glow,year.month,year,month,dry.wt,fresh.wt,water.wt,site,bottle.wt,ttms,lfm.outliers.out,lfm.NAs.imputed,gr,precip.2month,precip.2mo,season,ignition_no_double,prop.ignite,ros,hydration,bins5lfm,bins10lfm,bins20lfm,temp.change,gdw.gfw,gww.gdw,gdw.gww,dw.flam.sample,ww.flam.sample,gww.gdw.saturated,gdw.gww.saturated,RWC,RWD,max.mpa.sample,flam.index,mean.wt,dry.norm.fh,dry.norm.gd,dry.norm.fd,dry.norm.pfg,dry.norm.ttfg,dry.norm.tti,dry.norm.gti,fh_nas_imputed
"2020_October_HP_CADE_(120,130]_2.1",2020_October_CADE_2.1,2.1,3,"2020_October_HP_CADE_(120,130]",CADE,HP,2.192,0,NA,69,1,70,17,89,71,1,258.4,304.8,256.7,NA,3.6609,1,2020_October,2020,October,7.6007,8.1223,0.5216,2,7.1741,2,122.2691045,122.2691045,"(120,130]",2020_October,0.61,Dry,1,100,0.5882352941176471,hydrated,"(120,125]","(120,130]","(120,140]",46.400000000000034,0.9357817367001958,1.222691045,14.571894171779142,3.4258033598857467,0.23509664011425313,1.5107599189999998,13.707072515666965,80.9321871478641,19.0678128521359,-0.18,14.069723306929172,3.0753656565656566,NA,25.979307814961167,4.962339694992583,20.725065784969022,20.141261114969893,20.433163449969456,0.29190233499956364,39
"2020_October_HP_CADE_(50,60]_2.1",2020_October_CADE_2.1,2.1,9,"2020_October_HP_CADE_(50,60]",CADE,HP,6.708,0,38,32,13,45,11,107,83,1,266.9,290.05,248.4,NA,1.7284,1,2020_October,2020,October,7.6321,7.8542,0.2221,2,7.2348,2,55.9023408,55.9023408,"(50,60]",2020_October,0.61,Dry,1,100,0.9090909090909091,dry,"(55,60]","(50,60]","(40,60]",23.150000000000034,0.9717221359272746,0.5590234079999999,34.36334984241333,1.6795245397367013,0.04887546026329859,1.5107599189999998,13.707072515666965,37.00279580954385,62.99720419045615,-0.18,17.636944458249527,3.0753656565656566,22.625450894547363,63.70850646622547,6.549472627368974,49.41874800651135,19.053011279618833,26.793297111963984,7.740285832345151,38
"2020_October_HP_CADE_(90,100]_2.1",2020_October_CADE_2.1,2.1,8,"2020_October_HP_CADE_(90,100]",CADE,HP,4.171,0,49,55,0.5,55,10,96,86,1,230.1,246.9,228.9,NA,2.2259,0,2020_October,2020,October,12.7952,13.4424,0.6472,2,12.1224,2,96.19500595,96.19500595,"(90,100]",2020_October,0.61,Dry,1,100,1,hydrated,"(95,100]","(90,100]","(80,100]",16.80000000000001,0.9518538356245909,0.9619500594999999,19.77008652657602,2.1187314527167773,0.10716854728322289,1.5107599189999998,13.707072515666965,63.67325790167458,36.32674209832542,-0.18,16.87699738109779,3.0753656565656566,23.127046109203206,45.310131152724644,4.7198053284088175,40.59032582431583,25.958929306248496,25.958929306248496,0.23599026642044088,49
"2020_October_HP_CADE_(130,140]_2.1",2020_October_CADE_2.1,2.1,5,"2020_October_HP_CADE_(130,140]",CADE,HP,0.789,missing fresh weight ,33,78,0.5,78,18,153,135,1,260.1,328.7,248.5,NA,3.6154,0,2020_October,2020,October,12.6087,8.3763,0.672,2,12.0586,1,NA,132.39296365350674,"(130,140]",2020_October,0.61,Dry,1,100,0.5555555555555556,hydrated,"(130,135]","(130,140]","(120,140]",68.59999999999997,1.5052827620787221,1.3239296365350675,18.76294642857143,5.442199298019412,0.16652107197362787,1.5107599189999998,13.707072515666965,87.63335721875659,12.366642781243414,-0.18,12.796872046832505,3.0753656565656566,6.063725011322121,28.11363414340256,3.3074863698120662,24.806147773590496,14.332440935852286,14.332440935852286,0.0918746213836685,33
"2020_October_HP_CADE_(150,160]_2.1",2020_October_CADE_2.1,2.1,1,"2020_October_HP_CADE_(150,160]",CADE,HP,0.18,0,36,34,21,55,14,183,148,1,261.1,334,247.8,NA,2.6866,1,2020_October,2020,October,7.5319,7.9812,0.4493,2,7.2345,1,151.0759919,151.0759919,"(150,160]",2020_October,0.61,Dry,1,100,0.7142857142857143,hydrated,"(150,155]","(150,160]","(140,160]",72.89999999999998,0.943705207237007,1.5107599189999998,16.76363231693746,2.535358409762943,0.15124159023705674,1.5107599189999998,13.707072515666965,100,0,-0.18,15.643473765731834,3.0753656565656566,14.199175888258738,72.17914409864859,5.521901734322842,58.37438976284148,13.410332783355475,21.69318538483974,8.282852601484263,36
"2020_October_HP_CADE_(110,120]_2.2",2020_October_CADE_2.2,2.2,5,"2020_October_HP_CADE_(110,120]",CADE,HP,1.009,0,43,90,0.5,90,17,87,49,1,246.4,353.8,248.4,NA,3.9152,0,2020_October,2020,October,12.9606,13.8826,0.922,2,12.1871,2,119.1984486,119.1984486,"(110,120]",2020_October,0.61,Dry,1,100,0.2631578947368421,hydrated,"(115,120]","(110,120]","(100,120]",107.4,0.9335859277080661,1.191984486,14.057049891540128,3.6551756241626205,0.2600243758373795,1.396958411,13.01486057772583,85.32712760909817,14.67287239090183,-0.774,12.720254271832074,3.0753656565656566,11.764140610849868,23.801865887068338,4.650939311266227,13.405648603061477,24.622619883174142,24.622619883174142,0.1367923326843008,43
"2020_October_HP_CADE_(130,140]_2.2",2020_October_CADE_2.2,2.2,1,"2020_October_HP_CADE_(130,140]",CADE,HP,0.774,0,33,48,9,57,22,86,55,1,262.4,266.3,252.8,NA,2.3572,1,2020_October,2020,October,7.531,7.9811,0.4501,2,7.2088,1,139.6958411,139.6958411,"(130,140]",2020_October,0.61,Dry,1,100,0.45454545454545453,hydrated,"(135,140]","(130,140]","(120,140]",3.900000000000034,0.9436042650762426,1.396958411,16.73183736947345,2.2242639736377194,0.13293602636228075,1.396958411,13.01486057772583,100,0,-0.774,15.035949976659747,3.0753656565656566,14.836368520607495,38.664475538552864,9.890912347071664,24.72728086767916,21.5801723936109,25.626454717412948,4.0462823238020444,33
"2020_October_HP_CADE_(110,120]_2.2",2020_October_CADE_2.2,2.2,4,"2020_October_HP_CADE_(110,120]",CADE,HP,2.871,0,30,68,0.5,68,17,101,63,1,254.6,289.7,248.1,NA,3.2546,0,2020_October,2020,October,12.8838,13.7934,0.9096,2,12.1051,2,116.8100681,116.8100681,"(110,120]",2020_October,0.61,Dry,1,100,0.2631578947368421,hydrated,"(115,120]","(110,120]","(100,120]",35.099999999999994,0.9340554178085172,1.1681006809999999,14.16424802110818,3.0399767627996,0.21462323720039977,1.396958411,13.01486057772583,83.61742710463554,16.38257289536446,-0.774,13.415224784096951,3.0753656565656566,9.868496485602131,33.22393816819385,5.592148008507875,20.723842619764476,22.3685920340315,22.3685920340315,0.1644749414267022,30
"2020_October_HP_CADE_(80,90]_2.2",2020_October_CADE_2.2,2.2,7,"2020_October_HP_CADE_(80,90]",CADE,HP,4.018,0,46,94,12,106,9,86,65,1,237.4,332.2,270,NA,2.576,1,2020_October,2020,October,7.7963,8.2752,0.4789,2,7.2233,2,83.57766143,83.57766143,"(80,90]",2020_October,0.61,Dry,1,100,1.1111111111111112,moderate,"(80,85]","(80,90]","(80,100]",94.79999999999998,0.942128286929621,0.8357766143,16.279599081227815,2.4269224671307037,0.14907753286929637,1.396958411,13.01486057772583,59.82831040057356,40.17168959942644,-0.774,11.976981621462539,3.0753656565656566,18.954045966859738,35.4358250684769,3.7084002978638617,26.78289104012789,38.732180888800336,43.676714619285484,4.944533730485149,46
"2020_October_HP_CADE_(80,90]_2.2",2020_October_CADE_2.2,2.2,9,"2020_October_HP_CADE_(80,90]",CADE,HP,3.129,0,37,22,37,59,15,131,79,1,228.2,268.6,229.3,NA,3.6559,1,2020_October,2020,October,7.669,8.067,0.398,2,7.193,3,83.61344538,83.61344538,"(80,90]",2020_October,0.61,Dry,1,100,0.6666666666666666,moderate,"(80,85]","(80,90]","(80,100]",40.400000000000034,0.9506631957357133,0.8361344538000001,19.268844221105525,3.475529577290194,0.18037042270980574,1.396958411,13.01486057772583,59.853926016413105,40.146073983586895,-0.774,15.176072087315967,3.0753656565656566,10.645859624318954,37.69209758880495,4.3158890368860625,22.73034892759993,6.329970587432892,16.975830211751845,10.645859624318954,37
"2020_October_HP_CADE_(110,120]_2.2",2020_October_CADE_2.2,2.2,8,"2020_October_HP_CADE_(110,120]",CADE,HP,0.998,0,50,13,0.5,62,13,158,96,1,233.1,235,223.5,NA,2.5115,1,2020_October,2020,October,12.6908,13.4409,0.7501,2,12.0159,1,111.1423915,111.1423915,"(110,120]",2020_October,0.61,Dry,1,100,0.7692307692307693,hydrated,"(110,115]","(110,120]","(100,120]",1.9000000000000057,0.9441927251895335,1.111423915,16.918810825223304,2.371340029313513,0.1401599706864869,1.396958411,13.01486057772583,79.56027224922161,20.43972775077839,-0.774,15.928887020732024,3.0753656565656566,21.085124605463967,66.62899375326614,5.4821323974206315,40.48343924249082,5.4821323974206315,26.14555451077532,0.21085124605463967,50
"2020_October_HP_CADE_(120,130]_2.2",2020_October_CADE_2.2,2.2,3,"2020_October_HP_CADE_(120,130]",CADE,HP,1.127,0,39,62,14,76,23,223,79.5,1,263.5,327.1,282.9,NA,4.0525,1,2020_October,2020,October,12.5274,13.0415,0.5141,2,12.1259,1,128.0448319,128.0448319,"(120,130]",2020_October,0.61,Dry,1,100,0.43478260869565216,hydrated,"(125,130]","(120,130]","(120,140]",63.60000000000002,0.9605796879193345,1.280448319,24.3676327562731,3.892749185293103,0.15975081470689734,1.396958411,13.01486057772583,91.65973080640266,8.340269193597337,-0.774,13.496013145064703,3.0753656565656566,10.018626462589193,57.285992337368974,5.908420734347472,20.422584712201047,15.927047196936664,19.52347720914817,3.596430012211505,39
"2020_October_HP_CADE_(100,110]_2.2",2020_October_CADE_2.2,2.2,6,"2020_October_HP_CADE_(100,110]",CADE,HP,2.601,0,41,77,0.5,77,35,105.5,79.5,1,239,312,238.3,NA,2.9995,0,2020_October,2020,October,12.7093,13.3202,0.6109,2,12.1173,2,103.1925676,103.1925676,"(100,110]",2020_October,0.61,Dry,1,100,0.2857142857142857,hydrated,"(100,105]","(100,110]","(100,120]",73,0.9541373252653865,1.031925676,20.804223277132103,2.8619349071335267,0.13756509286647312,1.396958411,13.01486057772583,73.86946296141382,26.130537038586183,-0.774,13.573227203845688,3.0753656565656566,14.32597222872026,36.863172442194816,12.22948848793193,27.778409565445383,26.904874673450244,26.904874673450244,0.17470697839902757,41
"2020_October_HP_CADE_(100,110]_2.2",2020_October_CADE_2.2,2.2,2,"2020_October_HP_CADE_(100,110]",CADE,HP,2.02,0,31,88,0.5,88,18,105.5,79.5,1,264.1,280,254.3,NA,2.842,0,2020_October,2020,October,7.7946,8.3935,0.5989,2,7.2495,7,109.8697487,109.8697487,"(100,110]",2020_October,0.61,Dry,1,100,0.5555555555555556,hydrated,"(105,110]","(100,110]","(100,120]",15.899999999999977,0.9286471674510038,1.098697487,13.01486057772583,2.639215249895753,0.202784750104247,1.396958411,13.01486057772583,78.6492624510924,21.350737548907603,-0.774,11.88386925555412,3.0753656565656566,11.745915760840074,39.97400363769767,6.8202091514555265,30.122590418928578,33.343244740449244,33.343244740449244,0.18945025420709796,31
"2020_October_HP_CADE_(120,130]_2.3",2020_October_CADE_2.3,2.3,1,"2020_October_HP_CADE_(120,130]",CADE,HP,0.301,0,52,64,0.5,64,25,94,69,1,269.6,331.8,265.3,NA,4.7265,0,2020_October,2020,October,7.788,8.4665,0.6785,2,7.2372,2,123.184459,123.184459,"(120,130]",2020_October,0.61,Dry,1,100,0.4,hydrated,"(120,125]","(120,130]","(120,140]",62.19999999999999,0.9198606271777003,1.2318445900000001,11.478260869565219,4.347721254355401,0.378778745644599,1.326933936,0.9592731450686339,92.83390503323446,7.166094966765542,-0.301,15.82267320770109,3.0753656565656566,11.960288380472448,21.620521303161734,5.750138644457908,15.870382658703827,14.720354929812245,14.720354929812245,0.11500277288915817,52
"2020_October_HP_CADE_(110,120]_2.3",2020_October_CADE_2.3,2.3,4,"2020_October_HP_CADE_(110,120]",CADE,HP,2.684,0,44,64,0.5,64,29,99,70,1,254.1,290,266.7,NA,3.6955,0,2020_October,2020,October,7.7637,8.3699,0.6062,2,7.2347,2,114.5935728,114.5935728,"(110,120]",2020_October,0.61,Dry,1,100,0.3448275862068966,hydrated,"(110,115]","(110,120]","(100,120]",35.900000000000006,0.9275738061386636,1.145935728,12.80715935334873,3.4278490005854314,0.2676509994145686,1.326933936,0.9592731450686339,86.3596669668715,13.640333033128499,-0.301,15.177500131942452,3.0753656565656566,12.836037991313322,28.881085480454974,8.460115948820144,20.42096953163483,18.67060071463756,18.67060071463756,0.14586406808310592,44
"2020_October_HP_CADE_(110,120]_2.3",2020_October_CADE_2.3,2.3,8,"2020_October_HP_CADE_(110,120]",CADE,HP,2.028,missing dry wt,49,39,0.5,39,14,98,84,1,228.7,278.5,226.7,NA,2.0408,0,2020_October,2020,October,12.6908,13.2296,13.2296,2,12.1234,2,NA,115.51087188517226,"(110,120]",2020_October,0.61,Dry,1,100,0.7142857142857143,hydrated,"(115,120]","(110,120]","(100,120]",49.80000000000001,0.9592731450686339,1.1551087188517226,0.9592731450686339,1.957684634456068,0.08311536554393184,1.326933936,0.9592731450686339,87.05095917086581,12.94904082913419,-0.301,20.27697500884322,3.0753656565656566,25.029567652306973,50.059135304613946,7.1513050435162775,42.907830261097665,19.921492621223916,19.921492621223916,0.2554037515541528,49
"2020_October_HP_CADE_(90,100]_2.3",2020_October_CADE_2.3,2.3,6,"2020_October_HP_CADE_(90,100]",CADE,HP,1.58,0,48,64,0.5,64,11,98,87,1,242.4,342.1,232,NA,3.1681,0,2020_October,2020,October,13.0589,13.9788,0.9199,2,12.1309,2,99.12715517,99.12715517,"(90,100]",2020_October,0.61,Dry,1,100,0.9090909090909091,hydrated,"(95,100]","(90,100]","(80,100]",99.70000000000002,0.9341932068560964,0.9912715516999999,14.195999565170126,2.959617498640799,0.20848250135920088,1.326933936,0.9592731450686339,74.70391138598477,25.296088614015233,-0.301,15.509509532808599,3.0753656565656566,16.218312002157017,33.11238700440391,3.7166965004943164,29.395690503909595,21.62441600287602,21.62441600287602,0.16894075002246892,48
"2020_October_HP_CADE_(60,70]_2.3",2020_October_CADE_2.3,2.3,9,"2020_October_HP_CADE_(60,70]",CADE,HP,6.08,0,48,42,18,60,16,124,90,1,230.2,261.8,234.3,NA,3.707,1,2020_October,2020,October,7.8358,8.2476,0.4118,2,7.1507,2,60.10801343,60.10801343,"(60,70]",2020_October,0.61,Dry,1,100,0.625,moderate,"(60,65]","(60,70]","(60,80]",31.600000000000023,0.950070323488045,0.6010801343,19.028169014084508,3.521910689170183,0.18508931082981706,1.326933936,0.9592731450686339,45.2984220233252,54.7015779766748,-0.301,16.039530857038393,3.0753656565656566,13.628965705348294,35.2081614054831,4.542988568449432,25.554310697528052,11.925344992179758,17.03620713168537,5.110862139505611,48
"2020_October_HP_CADE_(100,110]_2.3",2020_October_CADE_2.3,2.3,7,"2020_October_HP_CADE_(100,110]",CADE,HP,2.937,0,43,27,29,56,17,166,98,1,255.2,351,225.7,NA,4.024,1,2020_October,2020,October,7.6942,8.186,0.4918,2,7.2098,1,101.5276631,101.5276631,"(100,110]",2020_October,0.61,Dry,1,100,0.2564102564102564,hydrated,"(100,105]","(100,110]","(100,120]",95.80000000000001,0.9399218177376009,1.0152766309999999,15.644977633184222,3.782245394576106,0.24175460542389393,1.326933936,0.9592731450686339,76.51297502123722,23.487024978762776,-0.301,16.183056055340558,3.0753656565656566,11.368908019998848,43.889272821390904,4.494684566046057,25.910534557206677,7.138616663720207,14.806019746975243,7.667403083255037,43
"2020_October_HP_CADE_(130,140]_2.3",2020_October_CADE_2.3,2.3,5,"2020_October_HP_CADE_(130,140]",CADE,HP,1.52,0,39,38,35,73,15,182,132,1,245.8,395.7,253.8,NA,3.6972,1,2020_October,2020,October,7.6523,8.3573,0.705,2,7.121,2,132.6933936,132.6933936,"(130,140]",2020_October,0.61,Dry,1,100,0.6666666666666666,hydrated,"(130,135]","(130,140]","(120,140]",149.89999999999998,0.9156426118483242,1.326933936,10.854326241134753,3.385313864525624,0.31188613547437605,1.326933936,0.9592731450686339,100,0,-0.301,13.772803135437911,3.0753656565656566,11.520349828911648,53.76163253492102,4.430903780350634,38.99195326708558,11.224956243554939,21.56373173103975,10.338775487484812,39
"2020_October_HP_CADE_(110,120]_2.3",2020_October_CADE_2.3,2.3,3,"2020_October_HP_CADE_(110,120]",CADE,HP,1.721,0,45,50,17,67,20,169,132,1,261.7,334.8,225.1,NA,4.1275,1,2020_October,2020,October,12.5437,13.0432,0.4995,2,12.1209,2,118.140965,118.140965,"(110,120]",2020_October,0.61,Dry,1,100,0.5,hydrated,"(115,120]","(110,120]","(100,120]",73.10000000000002,0.9617041830225711,1.18140965,25.112512512512513,3.9694340154256627,0.15806598457433774,1.326933936,0.9592731450686339,89.03304210918907,10.966957890810932,-0.301,14.905619771575548,3.0753656565656566,11.336628805296924,42.575339291004,5.038501691243077,33.25411116220431,12.596254228107693,16.878980665664308,4.282726437556615,45
"2020_October_HP_CADE_(120,130]_2.3",2020_October_CADE_2.3,2.3,2,"2020_October_HP_CADE_(120,130]",CADE,HP,1.224,0,38,82,0.5,82,16,105.5,79.5,1,256.3,376.6,246.9,NA,4.2038,0,2020_October,2020,October,7.7191,8.3105,0.5914,2,7.2479,9,125.5093379,125.5093379,"(120,130]",2020_October,0.61,Dry,1,100,0.625,hydrated,"(125,130]","(120,130]","(120,140]",120.30000000000001,0.9288370134167621,1.255093379,13.052248900913087,3.9046450370013845,0.29915496299861566,1.326933936,0.9592731450686339,94.58597334419217,5.414026655807831,-0.301,12.913147455695515,3.0753656565656566,9.731998591396293,27.019101352429182,4.097683617430018,20.360365474105404,21.000628539328844,21.000628539328844,0.12805261304468807,38
"2020_October_HP_CADE_(140,150]_2.4",2020_October_CADE_2.4,2.4,1,"2020_October_HP_CADE_(140,150]",CADE,HP,0.154,0,48,57,21,78,11,89,57,1,269.5,266.6,252.1,NA,4.0065,1,2020_October,2020,October,7.6239,8.1955,0.5716,2,7.222,1,142.2244339,142.2244339,"(140,150]",2020_October,0.61,Dry,1,100,0.9090909090909091,hydrated,"(140,145]","(140,150]","(140,160]",-2.8999999999999773,0.9302544079067782,1.4222443390000001,13.33782365290413,3.7270642852785065,0.2794357147214934,1.4222443390000001,0.9734278931028185,100,0,-0.154,14.02340001873887,3.0753656565656566,12.87876900583516,23.879384198319357,2.951384563837224,15.293538194429251,15.293538194429251,20.927999634482134,5.634461440052882,48
"2020_October_HP_CADE_(120,130]_2.4",2020_October_CADE_2.4,2.4,4,"2020_October_HP_CADE_(120,130]",CADE,HP,1.209,0,33,70,0.5,70,24,81,57,1,260.1,297.8,271.8,NA,2.971,0,2020_October,2020,October,12.552,13.0412,0.4892,2,12.1643,1,126.1800361,126.1800361,"(120,130]",2020_October,0.61,Dry,1,100,0.4166666666666667,hydrated,"(125,130]","(120,130]","(120,140]",37.69999999999999,0.9624881145906818,1.261800361,25.658217497955846,2.859552188448916,0.11144781155108419,1.4222443390000001,0.9734278931028185,88.7189582267692,11.281041773230797,-0.154,13.515444819694814,3.0753656565656566,11.540268484451031,28.32611355274344,8.392922534146205,19.933191018597235,24.479357391259764,24.479357391259764,0.1748525527947126,33
"2020_October_HP_CADE_(90,100]_2.4",2020_October_CADE_2.4,2.4,8,"2020_October_HP_CADE_(90,100]",CADE,HP,3.49,missing dry wt,39,83,18,101,10,87,59,1,238.1,270.4,232.3,NA,2.1686,1,2020_October,2020,October,12.7924,13.1416,13.1416,2,12.0818,3,NA,95.59027611010765,"(90,100]",2020_October,0.61,Dry,1,100,1,hydrated,"(95,100]","(90,100]","(80,100]",32.29999999999998,0.9734278931028185,0.9559027611010765,0.9734278931028185,2.110975728982772,0.05762427101722789,1.4222443390000001,0.9734278931028185,67.21086770316731,32.78913229683269,-0.154,11.758454835453158,3.0753656565656566,18.47486897388117,41.213169249427224,4.737145890738761,27.94916075535869,39.31831089313172,47.845173496461484,8.52686260332977,39
"2020_October_HP_CADE_(120,130]_2.4",2020_October_CADE_2.4,2.4,2,"2020_October_HP_CADE_(120,130]",CADE,HP,1.72,0,34,61,4,65,20,85,61,1,267.6,303.5,268.2,NA,3.4375,1,2020_October,2020,October,7.5848,8.1185,0.5337,2,7.1583,1,125.1348183,125.1348183,"(120,130]",2020_October,0.61,Dry,1,100,0.5,hydrated,"(125,130]","(120,130]","(120,140]",35.89999999999998,0.9342612551579726,1.2513481830000002,14.211729436012744,3.211523064605531,0.22597693539446917,1.4222443390000001,0.9734278931028185,87.98405088958488,12.015949110415121,-0.154,14.139694018533904,3.0753656565656566,10.586877103489275,26.467192758723186,6.227574766758397,18.994103038613108,18.994103038613108,20.23961799196479,1.2455149533516794,34
"2020_October_HP_CADE_(110,120]_2.4",2020_October_CADE_2.4,2.4,3,"2020_October_HP_CADE_(110,120]",CADE,HP,2.404,0,35,61,4,65,20,96,72,1,274.4,290.1,281.3,NA,2.657,1,2020_October,2020,October,7.7265,8.2883,0.5618,2,7.2285,2,112.811245,112.811245,"(110,120]",2020_October,0.61,Dry,1,100,0.5,hydrated,"(110,115]","(110,120]","(100,120]",15.700000000000045,0.9322177044749829,1.12811245,13.75311498754005,2.4769024407900293,0.18009755920997073,1.4222443390000001,0.9734278931028185,79.31917315931744,20.680826840682556,-0.154,14.237918119689716,3.0753656565656566,14.130552509301275,38.75808688265492,8.074601433886443,29.06856516199119,24.62753437335365,26.24245466013094,1.6149202867772885,35
"2020_October_HP_CADE_(80,90]_2.4",2020_October_CADE_2.4,2.4,6,"2020_October_HP_CADE_(80,90]",CADE,HP,3.729,0,49,58,0.5,58,18,91,73,1,231,277.4,242.6,NA,2.0765,0,2020_October,2020,October,12.7878,13.457,0.6692,2,12.0342,2,88.80042463,88.80042463,"(80,90]",2020_October,0.61,Dry,1,100,0.5555555555555556,moderate,"(85,90]","(80,90]","(80,100]",46.39999999999998,0.9502712343018503,0.8880042463,19.109085475194263,1.973238218027792,0.1032617819722077,1.4222443390000001,0.9734278931028185,62.43682762164258,37.56317237835742,-0.154,16.411308956020957,3.0753656565656566,24.832278004920468,46.11708772342372,9.122061307929968,36.99502641549376,29.393308658885452,29.393308658885452,0.2533905918869436,49
