model.spp.gr.sample,individual,sample,round,model.spp.gr,spp,model,mpa,lfm.notes,fh,ttfg,gti,tti,fd,gd,pfg,ignition,start.temp,temp.max,ignition.temp,prop.new,sample.wt,glow,year.month,year,month,dry.wt,fresh.wt,water.wt,site,bottle.wt,ttms,lfm.outliers.out,lfm.NAs.imputed,gr,precip.2month,precip.2mo,season,ignition_no_double,prop.ignite,ros,hydration,bins5lfm,bins10lfm,bins20lfm,temp.change,gdw.gfw,gww.gdw,gdw.gww,dw.flam.sample,ww.flam.sample,gww.gdw.saturated,gdw.gww.saturated,RWC,RWD,max.mpa.sample,flam.index,mean.wt,dry.norm.fh,dry.norm.gd,dry.norm.fd,dry.norm.pfg,dry.norm.ttfg,dry.norm.tti,dry.norm.gti,fh_nas_imputed
"2020_October_HP_PIJE_(110,120]_1.6",2020_October_PIJE_1.6,1.6,7,"2020_October_HP_PIJE_(110,120]",PIJE,HP,3.702,0,36,74,0.5,74,30,50,20,1,275.4,510.5,219.1,100,8.0619,0,2020_October,2020,October,12.8803,13.6555,0.7752,1,12.2025,15,114.3700207,114.3700207,"(110,120]",2020_October,0.61,Dry,1,100,0.3333333333333333,hydrated,"(110,115]","(110,120]","(100,120]",235.10000000000002,0.943231664896928,1.143700207,16.61545407636739,7.604239359232544,0.4576606407674557,1.634645669,12.602094240837697,69.9662458164198,30.0337541835802,-0.337,15.128654621629162,6.683265079365079,4.734201318412114,6.575279608905714,3.9451677653434287,2.6301118435622857,9.731413821180457,9.731413821180457,0.06575279608905714,36
"2020_October_HP_PIJE_(100,110]_1.6",2020_October_PIJE_1.6,1.6,3,"2020_October_HP_PIJE_(100,110]",PIJE,HP,3.468,0,41,92,9,101,24,92,26,1,270.7,291.7,262.7,100,7.6777,1,2020_October,2020,October,12.6516,13.1802,0.5286,1,12.1682,47,109.3504344,109.3504344,"(100,110]",2020_October,0.61,Dry,1,95,0.17543859649122806,hydrated,"(105,110]","(100,110]","(100,120]",21,0.9598943870350982,1.093504344,23.93416572077185,7.369781135339373,0.30791886466062657,1.634645669,12.602094240837697,66.89549697146019,33.10450302853981,-0.337,13.474632499628012,6.683265079365079,5.563258833209838,12.48341006476354,3.256541756025271,3.527920235694044,12.48341006476354,13.704613223273016,1.2212031585094767,41
"2020_October_HP_PIJE_(80,90]_1.6",2020_October_PIJE_1.6,1.6,8,"2020_October_HP_PIJE_(80,90]",PIJE,HP,3.99,missing flam weight,49,66,2,68,28,56,26,1,240.6,394,225.8,NA,3.2823,1,2020_October,2020,October,7.4692,7.6729,0.2037,1,7.2426,9,89.8940865,89.8940865,"(80,90]",2020_October,0.61,Dry,1,100,0.35714285714285715,moderate,"(85,90]","(80,90]","(80,100]",153.4,0.9734520194450599,0.898940865,36.66764850270005,3.19516156342452,0.08713843657548015,1.634645669,12.602094240837697,54.993010537257916,45.006989462742084,-0.337,17.019385608902656,6.683265079365079,15.33568773513995,17.526500268731372,8.763250134365686,8.137303696196708,20.65623245957626,21.282178897745236,0.6259464381689775,49
"2020_October_HP_PIJE_(150,160]_1.6",2020_October_PIJE_1.6,1.6,1,"2020_October_HP_PIJE_(150,160]",PIJE,HP,0.337,0,46,101,8,109,22,76,46,1,271.5,267.8,286.5,100,7.767,1,2020_October,2020,October,12.4369,13.0786,0.6417,1,12.0248,16,155.7146324,155.7146324,"(150,160]",2020_October,0.61,Dry,1,100,0.45454545454545453,hydrated,"(155,160]","(150,160]","(140,160]",-3.6999999999999886,0.950935115379322,1.557146324,19.3811750038959,7.385913041151194,0.3810869588488064,1.634645669,12.602094240837697,95.2589514370163,4.741048562983707,-0.337,13.39878876031958,6.683265079365079,6.228072242890946,10.289858488254605,2.9786432466000172,6.228072242890946,13.674680359390988,14.757823358154631,1.0831429987636427,46
"2020_October_HP_PIJE_(120,130]_1.6",2020_October_PIJE_1.6,1.6,6,"2020_October_HP_PIJE_(120,130]",PIJE,HP,2.773,0,35,65,4,69,18,99,77,1,281.8,318.9,260.2,100,4.352,1,2020_October,2020,October,7.5357,7.9325,0.3968,1,7.229,10,129.3772416,129.3772416,"(120,130]",2020_October,0.61,Dry,1,95,0.5555555555555556,hydrated,"(125,130]","(120,130]","(120,140]",37.099999999999966,0.9499779388591238,1.293772416,18.991179435483872,4.134303989914907,0.21769601008509287,1.634645669,12.602094240837697,79.14696380601367,20.853036193986327,-0.337,15.558004330708396,6.683265079365079,8.465753869424676,23.945989516372652,4.353816275704118,18.624658512734285,15.72211432893154,16.689629056865787,0.9675147279342485,35
"2020_October_HP_PIJE_(100,110]_1.6",2020_October_PIJE_1.6,1.6,4,"2020_October_HP_PIJE_(100,110]",PIJE,HP,4.071,0,37,56,9,65,24,202,169,1,283.6,300.6,268.4,100,4.545,1,2020_October,2020,October,12.7564,13.2168,0.4604,1,12.3131,6,103.8574329,103.8574329,"(100,110]",2020_October,0.61,Dry,1,95,0.4166666666666667,hydrated,"(100,105]","(100,110]","(100,120]",17,0.9651655468797289,1.038574329,27.70721112076455,4.3866774105683675,0.15832258943163247,1.634645669,12.602094240837697,63.535134781554916,36.464865218445084,-0.337,16.24735378470992,6.683265079365079,8.43462979768235,46.04851943599553,5.4711112201182805,38.52574150833289,12.765926180275988,14.817592887820343,2.051666707544355,37
"2020_October_HP_PIJE_(130,140]_1.6",2020_October_PIJE_1.6,1.6,5,"2020_October_HP_PIJE_(130,140]",PIJE,HP,2.182,0,43,109,0.5,109,22,264,54,1,283.6,348.9,289.9,100,7.4247,0,2020_October,2020,October,7.7024,8.3136,0.6112,1,7.2425,8,132.8984562,132.8984562,"(130,140]",2020_October,0.61,Dry,1,95,0.45454545454545453,hydrated,"(130,135]","(130,140]","(120,140]",65.29999999999995,0.9264819091608931,1.328984562,12.602094240837697,6.878850230946883,0.5458497690531168,1.634645669,12.602094240837697,81.30107871102187,18.698921288978127,-0.337,13.17687344025957,6.683265079365079,6.2510446595493026,38.37850674700037,3.198208895583364,7.850149107340985,15.845671346299396,15.845671346299396,0.07268656580871283,43
"2020_October_HP_PIJE_(130,140]_1.7",2020_October_PIJE_1.7,1.7,3,"2020_October_HP_PIJE_(130,140]",PIJE,HP,2.794,0,31,66,21,87,35,82,26,1,251.3,325.6,260.1,100,9.6437,1,2020_October,2020,October,12.6826,13.464,0.7814,1,12.1222,16,139.4361171,139.4361171,"(130,140]",2020_October,0.61,Dry,1,95,0.2857142857142857,hydrated,"(135,140]","(130,140]","(120,140]",74.30000000000001,0.9419637551990493,1.394361171,16.230611722549273,9.084015866013072,0.559684133986929,1.6731321840000002,12.594581280788177,83.33837483578044,16.661625164219558,-0.356,13.505008470119758,6.683265079365079,3.412587610726592,9.026844647728405,3.852921495981636,2.8621702541577867,7.265509106708228,9.577262004297209,2.3117528975889816,31
"2020_October_HP_PIJE_(120,130]_1.7",2020_October_PIJE_1.7,1.7,6,"2020_October_HP_PIJE_(120,130]",PIJE,HP,2.889,0,NA,93,14,107,24,107,28,1,244.4,410.9,241.9,100,13.1283,1,2020_October,2020,October,7.6701,8.2791,0.609,1,7.1955,12,128.3185841,128.3185841,"(120,130]",2020_October,0.61,Dry,1,95,0.15384615384615385,hydrated,"(125,130]","(120,130]","(120,140]",166.49999999999997,0.926441279849259,1.283185841,12.594581280788177,12.162599054245026,0.965700945754973,1.6731321840000002,12.594581280788177,76.69363205555312,23.306367944446876,-0.356,13.398401947679838,6.683265079365079,NA,8.797461753263546,1.9732624493301412,2.302139524218498,7.646391991154298,8.797461753263546,1.151069762109249,44.5
"2020_October_HP_PIJE_(110,120]_1.7",2020_October_PIJE_1.7,1.7,7,"2020_October_HP_PIJE_(110,120]",PIJE,HP,3.992,0,45,58,17,75,24,106,37,1,247.5,268.6,243.3,100,6.586,1,2020_October,2020,October,12.7231,13.3669,0.6438,1,12.1388,8,110.1831251,110.1831251,"(110,120]",2020_October,0.61,Dry,1,100,0.19230769230769232,hydrated,"(110,115]","(110,120]","(100,120]",21.100000000000023,0.9518362522349985,1.101831251,19.76250388319354,6.2687935572197,0.3172064427803001,1.6731321840000002,12.594581280788177,65.85440538032229,34.14559461967771,-0.356,15.871604990155035,6.683265079365079,7.178414728329026,16.90915469339726,3.8284878551088135,5.902252109959421,9.252178983179633,11.964024547215043,2.7118455640354098,45
"2020_October_HP_PIJE_(120,130]_1.7",2020_October_PIJE_1.7,1.7,4,"2020_October_HP_PIJE_(120,130]",PIJE,HP,2.786,0,33,90,0.5,90,38,137,99,1,269.1,350.3,266.9,100,9.6906,0,2020_October,2020,October,12.5533,13.1321,0.5788,1,12.1024,32,128.3654912,128.3654912,"(120,130]",2020_October,0.61,Dry,1,95,0.2631578947368421,hydrated,"(125,130]","(120,130]","(120,140]",81.19999999999999,0.9559247949680554,1.283654912,21.688493434692468,9.263484818117437,0.4271151818825629,1.6731321840000002,12.594581280788177,76.72166755714024,23.278332442859764,-0.356,13.486512545015984,6.683265079365079,3.562374273605858,14.789250772242502,4.102127951424928,10.687122820817574,9.71556620074325,9.71556620074325,0.053975367781906945,33
"2020_October_HP_PIJE_(100,110]_1.7",2020_October_PIJE_1.7,1.7,8,"2020_October_HP_PIJE_(100,110]",PIJE,HP,3.668,0,47,66,10,76,32,197,155,1,234.7,249.1,234.2,100,7.0328,1,2020_October,2020,October,7.5894,7.9372,0.3478,1,7.2563,8,104.4130892,104.4130892,"(100,110]",2020_October,0.61,Dry,1,95,0.3125,hydrated,"(100,105]","(100,110]","(100,120]",14.400000000000006,0.9561810210149676,1.044130892,21.821161587119036,6.724629884594064,0.308170115405936,1.6731321840000002,12.594581280788177,62.405762197686585,37.594237802313415,-0.356,15.940055802317444,6.683265079365079,6.989232241268128,29.295292585740874,4.7586262068208525,23.049595689288505,9.81466655156801,11.301737241199525,1.4870706896315165,47
"2020_October_HP_PIJE_(120,130]_1.7",2020_October_PIJE_1.7,1.7,5,"2020_October_HP_PIJE_(120,130]",PIJE,HP,3.789,0,34,64,5,69,41,276,230,1,260.7,434.3,260.3,100,7.6893,1,2020_October,2020,October,7.5339,7.976,0.4421,1,7.1751,16,123.2162765,123.2162765,"(120,130]",2020_October,0.61,Dry,1,95,0.24390243902439024,hydrated,"(120,125]","(120,130]","(120,140]",173.60000000000002,0.9445712136409228,1.232162765,17.041167156751868,7.263091433049148,0.4262085669508524,1.6731321840000002,12.594581280788177,73.6440776636211,26.355922336378896,-0.356,15.451104099493906,6.683265079365079,4.681202255735107,38.00034772302616,5.644979190739393,31.666956435855134,8.811674834324906,9.50008693075654,0.6884120964316334,34
"2020_October_HP_PIJE_(110,120]_1.8",2020_October_PIJE_1.8,1.8,6,"2020_October_HP_PIJE_(110,120]",PIJE,HP,3.563,0,43,66,0.5,66,29,40,11,1,271.3,347.3,252.2,100,7.8434,0,2020_October,2020,October,7.7816,8.4707,0.6891,1,7.2073,12,119.9895525,119.9895525,"(110,120]",2020_October,0.61,Dry,1,100,0.3448275862068966,hydrated,"(115,120]","(110,120]","(100,120]",76,0.9186489900480479,1.199895525,11.292410390364243,7.205331488542859,0.6380685114571412,1.4939879759999999,11.292410390364243,80.31493855878263,19.68506144121737,-0.342,16.72542515824115,6.683265079365079,5.967803156367471,5.5514447966209035,4.0247974775501545,1.5266473190707484,9.15988391442449,9.15988391442449,0.0693930599577613,43
"2020_October_HP_PIJE_(130,140]_1.8",2020_October_PIJE_1.8,1.8,5,"2020_October_HP_PIJE_(130,140]",PIJE,HP,2.232,0,40,67,0.5,67,28,45,17,1,274.2,347.3,252.6,100,6.2217,0,2020_October,2020,October,7.6823,8.2567,0.5744,1,7.2418,11,130.3972758,130.3972758,"(130,140]",2020_October,0.61,Dry,1,95,0.35714285714285715,hydrated,"(130,135]","(130,140]","(120,140]",73.10000000000002,0.9304322550171376,1.3039727579999998,13.374477715877436,5.788870361040125,0.43282963895987514,1.4939879759999999,11.292410390364243,87.28134221610361,12.71865778389639,-0.342,16.30698664769845,6.683265079365079,6.909810983021035,7.7735373558986645,4.836867688114724,2.93666966778394,11.573933396560234,11.573933396560234,0.08637263728776294,40
"2020_October_HP_PIJE_(120,130]_1.8",2020_October_PIJE_1.8,1.8,4,"2020_October_HP_PIJE_(120,130]",PIJE,HP,4.468,0,46,66,2,68,25,52,25,1,277,362.9,278.7,100,6.9798,1,2020_October,2020,October,12.6417,13.1343,0.4926,1,12.26,7,129.0542311,129.0542311,"(120,130]",2020_October,0.61,Dry,1,95,0.4,hydrated,"(125,130]","(120,130]","(120,140]",85.89999999999998,0.9624951462963386,1.290542311,25.663215590742997,6.718023622119184,0.26177637788081576,1.4939879759999999,11.292410390364243,86.38237601184015,13.617623988159849,-0.342,16.7537961593081,6.683265079365079,6.847251898392315,7.7403717112260955,3.721332553474084,3.721332553474084,9.824317941171582,10.12202454544951,0.2977066042779267,46
"2020_October_HP_PIJE_(90,100]_1.8",2020_October_PIJE_1.8,1.8,7,"2020_October_HP_PIJE_(90,100]",PIJE,HP,4.339,0,46,54,3,57,23,52,26,1,245,400.3,227.5,100,7.1266,1,2020_October,2020,October,7.5064,7.7853,0.2789,1,7.2127,16,94.9608444,94.9608444,"(90,100]",2020_October,0.61,Dry,1,100,0.43478260869565216,hydrated,"(90,95]","(90,100]","(80,100]",155.3,0.9641760754241969,0.949608444,26.914306202940125,6.871297219118081,0.2553027808819186,1.4939879759999999,11.292410390364243,63.56198706113282,36.43801293886718,-0.342,18.327394119914572,6.683265079365079,6.69451466486033,7.567712229842113,3.347257332430165,3.7838561149210563,7.85877808483604,8.295376867326931,0.43659878249089107,46
"2020_October_HP_PIJE_(140,150]_1.8",2020_October_PIJE_1.8,1.8,2,"2020_October_HP_PIJE_(140,150]",PIJE,HP,1.094,0,44,78,0.5,78,39,70,31,1,286.5,372.4,288.2,100,7.11,0,2020_October,2020,October,12.5471,12.9944,0.4473,1,12.2477,4,149.3987976,149.3987976,"(140,150]",2020_October,0.61,Dry,1,95,0.2564102564102564,hydrated,"(145,150]","(140,150]","(140,160]",85.89999999999998,0.9655774795296436,1.4939879759999999,28.050748938072886,6.865255879455766,0.244744120544234,1.4939879759999999,11.292410390364243,100,0,-0.342,15.483622362484546,6.683265079365079,6.409083765059612,10.196269626231201,5.680778791757383,4.515490834473818,11.361557583514767,11.361557583514767,0.07283049733022286,44
"2020_October_HP_PIJE_(120,130]_1.8",2020_October_PIJE_1.8,1.8,8,"2020_October_HP_PIJE_(120,130]",PIJE,HP,2.489,0,36,72,0.5,72,27,81,54,1,239.3,252.7,233.4,100,3.9534,0,2020_October,2020,October,7.4866,7.8573,0.3707,1,7.1828,9,122.0210665,122.0210665,"(120,130]",2020_October,0.61,Dry,1,95,0.37037037037037035,hydrated,"(120,125]","(120,130]","(120,140]",13.399999999999977,0.9528209435811283,1.220210665,20.19584569732938,3.7668823183536326,0.18651768164636717,1.4939879759999999,11.292410390364243,81.67473129649873,18.325268703501266,-0.342,15.334898607943282,6.683265079365079,9.556974961653246,21.503193663719806,7.167731221239935,14.33546244247987,19.113949923306492,19.113949923306492,0.13273576335629508,36
"2020_October_HP_PIJE_(130,140]_1.8",2020_October_PIJE_1.8,1.8,5,"2020_October_HP_PIJE_(130,140]",PIJE,HP,2.232,0,47,69,20,89,27,160,113,1,282.6,315.7,275.7,100,6.2217,1,2020_October,2020,October,7.6823,8.2567,0.5744,1,7.2418,8,130.3972758,130.3972758,"(130,140]",2020_October,0.61,Dry,1,95,0.37037037037037035,hydrated,"(130,135]","(130,140]","(120,140]",33.099999999999966,0.9304322550171376,1.3039727579999998,13.374477715877436,5.788870361040125,0.43282963895987514,1.4939879759999999,11.292410390364243,87.28134221610361,12.71865778389639,-0.342,14.77556035834404,6.683265079365079,8.119027905049716,27.63924393208414,4.664122413539198,19.520216027034422,11.919423945711285,15.374329437221803,3.4549054915105173,47
"2020_October_HP_PIJE_(130,140]_1.8",2020_October_PIJE_1.8,1.8,3,"2020_October_HP_PIJE_(130,140]",PIJE,HP,3.089,0,49,79,13,92,21,171,137,1,278.4,365.2,263.8,100,11.7541,1,2020_October,2020,October,12.53,13.0209,0.4909,1,12.1744,20,138.048369,138.048369,"(130,140]",2020_October,0.61,Dry,1,95,0.47619047619047616,hydrated,"(135,140]","(130,140]","(120,140]",86.80000000000001,0.9622990730287461,1.3804836900000002,25.524546750865756,11.310959534287184,0.4431404657128155,1.4939879759999999,11.292410390364243,92.40259708756855,7.597402912431448,-0.342,14.699794123855751,6.683265079365079,4.332081628571397,15.118080785422633,1.8566064122448847,12.11214659416901,6.984376503206947,8.133704282215685,1.1493277790087382,49
"2020_October_HP_PIJE_(110,120]_1.9",2020_October_PIJE_1.9,1.9,7,"2020_October_HP_PIJE_(110,120]",PIJE,HP,3.805,0,44,59,0.5,59,27,54,27,1,237.9,381.7,232.3,100,5.17,0,2020_October,2020,October,7.5529,7.8981,0.3452,1,7.2538,4,115.4129054,115.4129054,"(110,120]",2020_October,0.61,Dry,1,100,0.37037037037037035,hydrated,"(115,120]","(110,120]","(100,120]",143.79999999999998,0.9562932857269469,1.154129054,21.879779837775203,4.9440362872083154,0.22596371279168448,1.777408638,11.866918749423592,64.93324209893932,35.06675790106068,-0.401,17.807935630656058,6.683265079365079,8.899611055412562,10.922249931642689,5.4611249658213445,5.4611249658213445,11.933569369757754,11.933569369757754,0.10113194381150638,44
"2020_October_HP_PIJE_(120,130]_1.9",2020_October_PIJE_1.9,1.9,6,"2020_October_HP_PIJE_(120,130]",PIJE,HP,4.285,0,44,80,6,86,37,94,51,1,236.7,268.1,239.5,100,6.9134,1,2020_October,2020,October,7.514,7.8459,0.3319,1,7.2546,2,127.9491133,127.9491133,"(120,130]",2020_October,0.61,Dry,1,95,0.2702702702702703,hydrated,"(125,130]","(120,130]","(120,140]",31.400000000000034,0.9576976510024344,1.2794911329999998,22.63934920156674,6.620946940440231,0.29245305955976963,1.777408638,11.866918749423592,71.98632355245704,28.013676447542963,-0.401,14.773225787868405,6.683265079365079,6.645575080998069,14.197364945768602,5.588324499930194,7.702825662065943,12.082863783632853,12.989078567405317,0.9062147837724639,44
"2020_October_HP_PIJE_(160,170]_1.9",2020_October_PIJE_1.9,1.9,2,"2020_October_HP_PIJE_(160,170]",PIJE,HP,0.744,0,45,89,0.5,89,13,67,54,1,278.7,352.7,273.3,100,5.3309,0,2020_October,2020,October,12.3416,12.7114,0.3698,1,12.1239,2,169.8667892,169.8667892,"(160,170]",2020_October,0.61,Dry,1,95,0.7692307692307693,hydrated,"(165,170]","(160,170]","(160,180]",74,0.9709080038390736,1.698667892,33.373715521903726,5.175813477665717,0.15508652233428233,1.777408638,11.866918749423592,95.56991316928662,4.430086830713378,-0.401,14.616827135592732,6.683265079365079,8.694285486557934,12.944825057764037,2.5116824738945147,10.433142583869522,17.19536462897014,17.19536462897014,0.09660317207286595,45
"2020_October_HP_PIJE_(140,150]_1.9",2020_October_PIJE_1.9,1.9,3,"2020_October_HP_PIJE_(140,150]",PIJE,HP,2.684,0,42,80,0.5,80,24,83,59,1,270,346.1,274.4,100,7.96,0,2020_October,2020,October,12.5737,13.1516,0.5779,1,12.188,3,149.8314752,149.8314752,"(140,150]",2020_October,0.61,Dry,1,95,0.4166666666666667,hydrated,"(145,150]","(140,150]","(140,160]",76.10000000000002,0.9560585784239181,1.498314752,21.757570513929746,7.610226284254388,0.349773715745612,1.777408638,11.866918749423592,84.29770847102183,15.702291528978165,-0.401,15.119932536936455,6.683265079365079,5.518889771635083,10.906377405850282,3.15365129807719,7.752726107773092,10.512170993590633,10.512170993590633,0.06570106870994145,42
"2020_October_HP_PIJE_(120,130]_1.9",2020_October_PIJE_1.9,1.9,8,"2020_October_HP_PIJE_(120,130]",PIJE,HP,2.891,0,46,69,2,71,18,90,70,1,241.5,279.4,232.4,100,3.1432,1,2020_October,2020,October,7.5455,7.7995,0.254,1,7.3352,3,120.7798383,120.7798383,"(120,130]",2020_October,0.61,Dry,1,95,0.5555555555555556,hydrated,"(120,125]","(120,130]","(120,140]",37.89999999999998,0.9674338098596064,1.2077983829999999,29.706692913385826,3.040837951150715,0.10236204884928535,1.777408638,11.866918749423592,67.95276883311736,32.04723116688264,-0.401,16.396588565637494,6.683265079365079,15.127409200675316,29.59710495784301,5.919420991568602,23.019970522766783,22.691113801012975,23.348827244520596,0.6577134435076224,46
"2020_October_HP_PIJE_(140,150]_1.9",2020_October_PIJE_1.9,1.9,4,"2020_October_HP_PIJE_(140,150]",PIJE,HP,2.376,0,46,84,0.5,84,16,94,78,1,251.4,287.8,250.7,100,4.0703,0,2020_October,2020,October,12.8673,13.9516,1.0843,1,12.1036,8,141.979835,141.979835,"(140,150]",2020_October,0.61,Dry,1,95,0.625,hydrated,"(140,145]","(140,150]","(140,160]",36.400000000000006,0.9222813154046848,1.41979835,11.866918749423592,3.7539616380916883,0.3163383619083113,1.777408638,11.866918749423592,79.8802436111487,20.1197563888513,-0.401,15.105335554320437,6.683265079365079,12.253721384159887,25.04021326328325,4.262163959707787,20.77804930357546,22.37636078846588,22.37636078846588,0.13319262374086835,46
"2020_October_HP_PIJE_(170,180]_1.9",2020_October_PIJE_1.9,1.9,1,"2020_October_HP_PIJE_(170,180]",PIJE,HP,0.401,0,45,84,2,80,9,163,94,1,269,332.7,284.7,100,4.9359,1,2020_October,2020,October,12.4154,12.8434,0.428,1,12.1746,3,177.7408638,177.7408638,"(170,180]",2020_October,0.61,Dry,1,100,1.1111111111111112,hydrated,"(175,180]","(170,180]","(160,180]",63.69999999999999,0.9666754909136209,1.777408638,29.007943925233647,4.7714135556005415,0.1644864443994587,1.777408638,11.866918749423592,100,0,-0.401,15.379867722826564,6.683265079365079,9.431167404716021,34.16178415486025,1.8862334809432042,19.700660800962353,17.60484582213657,16.76651983060626,0.4191629957651565,45
"2020_October_HP_PIJE_(140,150]_1.9",2020_October_PIJE_1.9,1.9,5,"2020_October_HP_PIJE_(140,150]",PIJE,HP,3.636,0,44,62,5,67,13,148,130,1,250.7,392.3,232.6,100,3.9042,1,2020_October,2020,October,7.5045,7.8537,0.3492,1,7.2565,1,140.8064516,140.8064516,"(140,150]",2020_October,0.61,Dry,1,95,0.7692307692307693,hydrated,"(140,145]","(140,150]","(140,160]",141.60000000000002,0.9555368807059094,1.408064516,21.490549828178693,3.730607089652011,0.17359291034798874,1.777408638,11.866918749423592,79.22007837119558,20.779921628804416,-0.401,16.693865583548362,6.683265079365079,11.794327020405758,39.67182725045573,3.4846875287562464,34.84687528756247,16.619278983299022,17.95954341743604,1.340264434137018,44
"2020_October_HP_CECO_(100,110]_1.1",2020_October_CECO_1.1,1.1,2,"2020_October_HP_CECO_(100,110]",CECO,HP,1.005,0,27,381,0.5,381,10,69,59,2,247.3,245.1,246.3,NA,1.7843,0,2020_October,2020,October,7.3798,7.5531,0.1733,1,7.2097,6,101.8812463,101.8812463,"(100,110]",2020_October,0.61,Dry,NA,NA,1,hydrated,"(100,105]","(100,110]","(100,120]",-2.200000000000017,0.9770557784221049,1.018812463,42.58395845354876,1.7433606254385619,0.04093937456143815,1.1067073170000001,34.739452943903565,92.05798564355203,7.94201435644797,-0.486,19.08298246670119,1.502888888888889,15.48732924561024,39.578730294337284,5.736047868744533,33.84268242559275,218.54342379916673,218.54342379916673,0.2868023934372267,27
"2020_October_HP_CECO_(30,40]_1.1",2020_October_CECO_1.1,1.1,7,"2020_October_HP_CECO_(30,40]",CECO,HP,8.25,0,15,24,393,417,9,495,84,2,284.8,308.4,279.7,NA,1.0904,1,2020_October,2020,October,12.7393,12.9376,0.1983,1,12.1832,14,35.65905413,35.65905413,"(30,40]",2020_October,0.61,Dry,NA,NA,0.5555555555555556,dry,"(35,40]","(30,40]","(20,40]",23.599999999999966,0.9846725822409103,0.3565905413,64.24256177508825,1.0736869836754885,0.016713016324511498,1.1067073170000001,34.739452943903565,32.2208533206978,67.7791466793022,-0.486,15.878796731756273,1.502888888888889,13.970552151662858,461.0282210048743,8.382331290997715,78.235092049312,22.352883442660573,388.38134981622744,366.02846637356686,15
"2020_October_HP_CECO_(80,90]_1.1",2020_October_CECO_1.1,1.1,3,"2020_October_HP_CECO_(80,90]",CECO,HP,3.827,0,16,562,0.5,562,15,110,95,2,230.7,279.5,247.2,NA,1.8793,0,2020_October,2020,October,12.4064,12.5882,0.1818,1,12.1852,5,82.1880651,82.1880651,"(80,90]",2020_October,0.61,Dry,NA,NA,0.6666666666666666,moderate,"(80,85]","(80,90]","(80,100]",48.80000000000001,0.985557903433374,0.8218806510000001,68.24202420242024,1.8521589679223398,0.027141032077660165,1.1067073170000001,34.739452943903565,74.26359601813313,25.73640398186687,-0.486,13.948662246598667,1.502888888888889,8.638567356854907,59.39015057837749,8.098656897051475,51.29149368132601,303.4296784095286,303.4296784095286,0.26995522990171583,16
"2020_October_HP_CECO_(50,60]_1.1",2020_October_CECO_1.1,1.1,9,"2020_October_HP_CECO_(50,60]",CECO,HP,6.78,Missing lfm and flam weight,19,27,364,391,11,479,104,2,240.8,241.8,236.1,NA,1.2819,1,2020_October,2020,October,7.6299,7.8567,0.1984,1,0,3,NA,57.86986661688685,"(50,60]",2020_October,0.61,Dry,NA,NA,0.9090909090909091,dry,"(55,60]","(50,60]","(40,60]",1,0.9711329184008554,0.5786986661688686,38.45715725806452,1.2448952880980566,0.03700471190194343,1.1067073170000001,34.739452943903565,52.290127414859086,47.709872585140914,-0.486,17.303471617016374,1.502888888888889,15.262327829216932,384.7713173786795,8.83608453270454,83.54116285466111,21.688571125729325,314.0826411170432,292.39406999131387,19
"2020_October_HP_CECO_(80,90]_1.1",2020_October_CECO_1.1,1.1,4,"2020_October_HP_CECO_(80,90]",CECO,HP,2.846,0,11,135,421,556,11,540,108,2,272,278.4,270.5,NA,1.4728,1,2020_October,2020,October,12.4561,12.671,0.2149,1,12.2095,6,87.14517437,87.14517437,"(80,90]",2020_October,0.61,Dry,NA,NA,0.9090909090909091,moderate,"(85,90]","(80,90]","(80,100]",6.399999999999977,0.983040012627259,0.8714517437000001,57.96230805025593,1.4478213305974272,0.024978669402572873,1.1067073170000001,34.739452943903565,78.74274709435214,21.25725290564786,-0.486,12.995973994810129,1.502888888888889,7.597622557101692,372.9741982577194,7.597622557101692,74.5948396515439,93.24354956442986,384.02528561350374,290.78173604907386,11
"2020_October_HP_CECO_(110,120]_1.1",2020_October_CECO_1.1,1.1,1,"2020_October_HP_CECO_(110,120]",CECO,HP,0.486,0,22,547,0.5,547,11,194,183,2,256,301.2,298.1,NA,1.4616,0,2020_October,2020,October,7.4079,7.5894,0.1815,1,7.2439,4,110.6707317,110.6707317,"(110,120]",2020_October,0.61,Dry,NA,NA,0.9090909090909091,hydrated,"(110,115]","(110,120]","(100,120]",45.19999999999999,0.9760850660131235,1.1067073170000001,40.81487603305785,1.4266459324847813,0.03495406751521868,1.1067073170000001,34.739452943903565,100,0,-0.486,15.18667141149066,1.502888888888889,15.420784862634221,135.9832846977745,7.710392431317111,128.2728922664574,383.41678726640544,383.41678726640544,0.35047238324168684,22
"2020_October_HP_CECO_(120,130]_1.2",2020_October_CECO_1.2,1.2,1,"2020_October_HP_CECO_(120,130]",CECO,HP,0.152,0,23,690,0.5,690,4,4,101.5,2,266.9,291.7,291.6,NA,1.6206,0,2020_October,2020,October,7.3915,7.6188,0.2273,1,7.2092,4,124.6845858,124.6845858,"(120,130]",2020_October,0.61,Dry,NA,NA,2.5,hydrated,"(120,125]","(120,130]","(120,140]",24.80000000000001,0.9701659053919252,1.246845858,32.51869775626925,1.572250866278154,0.048349133721846016,1.246845858,23.22257761053622,100,0,-0.152,13.900892441749228,1.502888888888889,14.628708746999008,2.5441232603476536,2.5441232603476536,64.55712773132171,438.86126240997027,438.86126240997027,0.3180154075434567,23
